blockN,stimVal,thisN,thisTrialN,thisRepN,run,div,trial_key,stim_pos,noise_pos,val_C0F1,val_C1F0,valence_disp,target_pos,target_file,disp_div,anchor,img1_file,img2_file,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,slider.response,slider.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,stim.started,targ_pos.started,stim.stopped,delay.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,slider.started,slider_resp.started,submit_resp.started,debug_task_text.started,task.stopped,positions,trials.slider.response,trials.slider.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,feedback.started,no_resp_text.started,Mcoin.started,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,val_C0F1,0,0,0,1,0.0,9,0.9,4.0,pen,rew,rew_pen,0.22,input_data/stims/Shape_0.90_4.00.png,0.0,0.1081625013499556,input_data/stims/Shape_4.00_4.00.png,input_data/stims/Shape_0.00_4.00.png,0,0,0,0,,,,0,0,0,9,,,,,,,,,1.412918832997093,,0.08464562500012107,0.27866854099556804,0.27866854099556804,0.7288446250022389,space,0.42950041699805297,None,1.3445577080128714,1.412918832997093,1.7393655409978237,1.7395467500027735,1.7398860410030466,2.7739032079989556,3.3890176250133663,3.3890176250133663,3.3890176250133663,3.3890176250133663,3.3890176250133663,3.3890176250133663,3.3890176250133663,3.3890176250133663,5.763237665989436,"[0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.108, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.128, 0.138, 0.148, 0.158, 0.168, 0.178, 0.188, 0.198, 0.208, 0.218, 0.228, 0.238, 0.248, 0.258, 0.268, 0.278, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.298, 0.308, 0.318, 0.328, 0.338, 0.348, 0.358, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368]",None,None,"['right', 'right', 'right']","[0.4612015830061864, 1.0349250409926753, 1.8034876250021625]","[0.17183520799153484, 0.41592454200144857, 0.17188529099803418]",space,2.3603932909900323,None,5.816209540993441,5.837106082995888,5.837106082995888,,,,,,,,
