blockN,stimVal,thisN,thisTrialN,thisRepN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,anchor,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,subj_C0F1_val,0,0,0,1,baseline,20,2.1,0.02,4,0.320049747,flat,curv_flat,0.0,0.02,rew,pen,input_data/stims/Shape_2.10_4.00.png,input_data/stims/Shape_0.00_4.00.png,input_data/stims/Shape_4.00_4.00.png,0,0,0,0,,,,0,0,0,20,2.019496374996379,,0.19077537499833852,0.3399127079974278,0.3399127079974278,1.8952857080003014,return,1.5507698329965933,None,2.0225531670002965,0.12724391599476803,3.006060667001293,3.0060947499951,3.045026374995359,3.6980440830011503,3.694444000000658,3.6944817080002395,4.24169993493706e-05,5.178041166996991,,,,,,,,
