blockN,stimVal,thisN,thisTrialN,thisRepN,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,val_C0F1,0,0,0,0,0,0,0,0.2035601669922471,,0.058831083006225526,0.2035601669922471,0.2035601669922471,,,,,,,,
