blockN,stimVal,thisN,thisTrialN,thisRepN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,anchor,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,subj_C0F1_val,0,0,0,1,baseline,38,3.9,0.38,4,0.100307621,flat,curv_flat,0.0,0.38,rew,pen,input_data/stims/Shape_3.90_4.00.png,input_data/stims/Shape_0.00_4.00.png,input_data/stims/Shape_4.00_4.00.png,0,0,0,0,,,,0,0,0,38,1.5590849579966743,,0.14433200000348734,0.2889886659977492,0.2889886659977492,1.5111147909992724,return,1.2171180000004824,None,1.5485940409998875,0.037448750001203734,2.5328512499982025,2.5329078330032644,2.574113832997682,3.232992124998418,3.2196791660026065,3.2197172500018496,4.379200254334137e-05,4.703324458001589,,,,,,,,
