blockN,stimVal,thisN,thisTrialN,thisRepN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,anchor,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,placeHolder_base.started,ISI1.started,placeHolder_base.stopped,baseline.stopped,stim.started,target_stim.started,stim.stopped,delay.started,placeHolder_delay.started,ISI2.started,placeHolder_delay.stopped,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,slider.started,slider_resp.started,submit_resp.started,img1.stopped,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,subj_C1F0_val,0,0,0,1,baseline,5,0.5,-0.3,0,0.078617355,curv,flat_curv,0.0,0.3,pen,rew,input_data/stims/Shape_0.50_0.00.png,input_data/stims/Shape_4.00_0.00.png,input_data/stims/Shape_0.00_0.00.png,0,0,0,0,,,,0,0,0,5,0.72569708302035,,0.13879979201010428,0.2745615000021644,0.2745615000021644,0.6691813750076108,up,0.3881764579855371,None,0.704365208017407,0.72569708302035,0.03516795800533146,1.9537953750113957,1.9126843750127591,1.912721667002188,1.9537953750113957,2.9191067080246285,2.919277000008151,2.9263918330252636,0.006598416977794841,4.71255941700656,4.622517750016414,4.623855917016044,4.71255941700656,4.71255941700656,4.71255941700656,4.71255941700656,4.71255941700656,4.71255941700656,4.71255941700656,4.742696750006871,,,,,,,,
