blockN,stimVal,thisN,thisTrialN,thisRepN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,anchor,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,slider.response,slider.rt,slider_resp.keys,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,slider.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.slider.response,trials.slider.rt,trials.slider_resp.keys,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,feedback.started,no_resp_text.started,Lcoin.started,Rcoin.started,Lcross.started,Rcross.started,no_resp_text.stopped,Lcross.stopped,Rcross.stopped,feedback.stopped,valence,correct,outcome,target_stim.stopped,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,subj_C0F1_val,0,0,0,1,baseline,3,0.3,-0.34,0,0.013412751,curv,flat_curv,0.0,0.34,pen,rew,input_data/stims/Shape_0.30_0.00.png,input_data/stims/Shape_4.00_0.00.png,input_data/stims/Shape_0.00_0.00.png,return,1.641310541999701,None,None,None,None,return,1.059798292000778,None,0,0,0,0,0,0,0,3,2.420623332996911,,0.14233774999593152,0.28363529199850745,0.28363529199850745,1.9393305419944227,return,1.641310541999701,None,2.3985495829983847,0.45921800000360236,3.3821603329997743,3.388506541996321,3.4071141249951324,3.9471746669951244,3.9472078749968205,0.00786362500366522,5.430739249997714,5.431896541995229,5.513113541994244,5.513113541994244,5.513113541994244,5.513113541994244,5.513113541994244,5.513113541994244,5.513113541994244,6.580695374999777,"[0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.003, -0.007, -0.017, -0.027, -0.037, -0.047, -0.057, -0.067, -0.077, -0.087, -0.097, -0.107, -0.117, -0.127, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137, -0.137]",None,None,None,return,1.059798292000778,None,6.58095154199691,6.602371207998658,6.602371207998658,6.602371207998658,6.602371207998658,6.602371207998658,7.524304332997417,7.524304332997417,7.524304332997417,7.254832916994928,pen,-1,-2,,,A,2025-03-07_16h25.59.354,asymmetry_v11,2024.2.4,60,2025-03-07 16h26.10.253428 -0500,
1,,1,1,0,1,baseline,36,3.7,0.34,4,0.029493775,flat,curv_flat,0.0,0.34,rew,pen,input_data/stims/Shape_3.70_4.00.png,input_data/stims/Shape_0.00_4.00.png,input_data/stims/Shape_4.00_4.00.png,,,,,,,,,,,,,,0,1,1,36,7.524304332997417,,,,,,,,,7.5109041670002625,0.25607045799552,8.494475457999215,8.501310957995884,8.514603167001042,9.180558416999702,9.180592249998881,4.408400127431378e-05,10.664094125000702,10.665296041996044,10.715327666999656,10.715327666999656,10.715327666999656,10.715327666999656,10.715327666999656,10.715327666999656,10.715327666999656,,,,,,,,,,,,,,,,,,,,,,9.1851390419979,,,,,,,,
