blockN,stimVal,thisN,thisTrialN,thisRepN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,anchor,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,placeHolder_base.started,ISI1.started,placeHolder_base.stopped,baseline.stopped,stim.started,target_stim.started,stim.stopped,delay.started,placeHolder_delay.started,ISI2.started,placeHolder_delay.stopped,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,slider.started,slider_resp.started,submit_resp.started,img1.stopped,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,subj_C1F0_val,0,0,0,1,baseline,13,1.3,-0.14,0,0.229898637,curv,flat_curv,0.0,0.14,pen,rew,input_data/stims/Shape_1.30_0.00.png,input_data/stims/Shape_4.00_0.00.png,input_data/stims/Shape_0.00_0.00.png,0,0,0,0,,,,0,0,0,13,0.8203693750256207,,0.1388795830134768,0.2743321250018198,0.2743321250018198,0.7655010830203537,up,0.48480412500794046,None,0.8015514160215389,0.8203693750256207,0.03603025001939386,2.103952500008745,2.0648889580043033,2.064916000002995,2.103952500008745,3.07194583301316,3.072066666005412,3.0782440830080304,0.00718762501492165,4.906943208014127,4.826147041021613,4.828030958015006,4.906943208014127,4.906943208014127,4.906943208014127,4.906943208014127,4.906943208014127,4.906943208014127,4.906943208014127,4.9449799160065595,,,,,,,,
