blockN,stimVal,thisN,thisTrialN,thisRepN,run,div,trial_key,stim_file_pos,stim_pos,noise_pos,val_C0F1,val_C1F0,valence_disp,target_pos,target_file,disp_div,anchor,img1_file,img2_file,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,slider.response,slider.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,ITI.started,ISI1.started,ITI.stopped,stim.started,target_stim.started,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,slider.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.slider.response,trials.slider.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,feedback.started,no_resp_text.started,Lcoin.started,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,val_C0F1,0,0,0,1,0.0,20,2.1,0.02,4.0,rew,pen,pen_rew,0.02,input_data/stims/Shape_2.10_4.00.png,0.0,-0.1351804247988077,input_data/stims/Shape_0.00_4.00.png,input_data/stims/Shape_4.00_4.00.png,0,0,0,0,,,,0,0,0,20,,,,,,,,,1.0998555829864927,,0.12034112500259653,0.24876349998521619,0.24876349998521619,1.0552190000016708,return,0.801133667002432,None,1.0895547079853714,0.03431204101070762,2.090342542011058,2.0903802079847082,2.130380332993809,3.0546829999948386,3.0547123749856837,-0.0005262920167297125,4.554955458006589,4.556068832986057,4.632617416995345,4.632617416995345,4.632617416995345,4.632617416995345,4.632617416995345,4.632617416995345,4.632617416995345,5.605392583005596,"[-0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.135, -0.125, -0.115, -0.105, -0.095, -0.085, -0.075, -0.065, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055, -0.055]",None,None,['right'],[0.5442584170086775],[0.10707695799646899],return,0.9676510420104023,None,5.605631207989063,,,,,,,,,,
