blockN,stimVal,thisN,thisTrialN,thisRepN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,anchor,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,slider.started,slider_resp.started,submit_resp.started,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,subj_C0F1_val,0,0,0,1,baseline,22,2.3,0.06,4,0.21930202,flat,curv_flat,0.0,0.06,rew,pen,input_data/stims/Shape_2.30_4.00.png,input_data/stims/Shape_0.00_4.00.png,input_data/stims/Shape_4.00_4.00.png,0,0,0,0,,,,0,0,0,22,0.759554999996908,,0.14006445798440836,0.2772544579929672,0.2772544579929672,0.7068244169931859,up,0.4281008749967441,None,0.7429066669719759,0.03606033299001865,1.7270477079728153,1.7270938329747878,1.821232707996387,2.308158124971669,2.306628957972862,2.3066644169739448,4.3042004108428955e-05,3.79024816697347,3.791638166992925,3.8928131249849685,3.8928131249849685,3.8928131249849685,3.8928131249849685,3.8928131249849685,3.8928131249849685,3.8928131249849685,,,,,,,,
