blockN,stimVal,thisN,thisTrialN,thisRepN,run,div,trial_key,stim_pos,noise_pos,valence,valence_disp,target_pos,target_file,disp_div,anchor,img1_file,img2_file,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,slider.response,slider.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,stim.started,targ_pos.started,stim.stopped,delay.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,slider.started,slider_resp.started,submit_resp.started,debug_task_text.started,task.stopped,positions,trials.slider.response,trials.slider.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,val_C1F0,0,0,0,1,0.0,10,1.1,0.0,pen,pen_rew,-0.18,input_data/stims/white_pngs/Shape_1.10_0.00.png,0.0,-0.3533225152331707,input_data/stims/white_pngs/Shape_0.00_0.00.png,input_data/stims/white_pngs/Shape_4.00_0.00.png,0,0,0,0,,,,0,0,0,10,,,,,,,,,2.1335331670125015,,0.058945583004970104,0.2045273750263732,0.2045273750263732,1.6500034170167055,space,1.4193147089972626,None,2.0856310420203954,2.1335331670125015,2.6582827079982962,2.6583865830034483,2.6586059580149595,3.331164583010832,4.272567958018044,4.272567958018044,4.272567958018044,4.272567958018044,4.272567958018044,4.272567958018044,4.272567958018044,4.272567958018044,6.0375372920243535,"[-0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.353, -0.343, -0.333, -0.323, -0.313, -0.303, -0.293, -0.283, -0.273, -0.263, -0.253, -0.243, -0.233, -0.223, -0.213, -0.203, -0.193, -0.183, -0.173, -0.163, -0.153, -0.143, -0.133, -0.123, -0.113, -0.103, -0.093, -0.083, -0.073, -0.063, -0.053, -0.043, -0.033, -0.023, -0.013, -0.003, 0.007, 0.017, 0.027, 0.037, 0.047, 0.057, 0.067, 0.077, 0.087, 0.097, 0.107, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117, 0.117]",None,None,['right'],[0.48303679199307226],[0.839928666013293],space,1.741629500000272,None,,,,,,,,
