blockN,stimVal,thisN,thisTrialN,thisRepN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,anchor,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,placeHolder_base.started,ISI1.started,placeHolder_base.stopped,baseline.stopped,stim.started,target_stim.started,stim.stopped,delay.started,placeHolder_delay.started,ISI2.started,placeHolder_delay.stopped,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,slider.started,slider_resp.started,submit_resp.started,img1.stopped,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,subj_C0F1_val,0,0,0,1,baseline,31,3.1,0.22,4,-0.059630919,flat,flat_curv,0.0,-0.22,rew,pen,input_data/stims/Shape_3.10_4.00.png,input_data/stims/Shape_4.00_4.00.png,input_data/stims/Shape_0.00_4.00.png,0,0,0,0,,,,0,0,0,31,0.8603453329997137,,0.13912649999838322,0.27322062497842126,0.27322062497842126,0.7986261670012027,up,0.5232749580172822,None,0.8357120419968851,0.8603453329997137,0.037063583004055545,2.0866460829856806,2.0473373330023605,2.0473631249915343,2.0866460829856806,3.048537166992901,3.048670874995878,3.0557023329893127,0.001342125004157424,4.793170166987693,4.700968541990733,4.7022626669786405,4.793170166987693,4.793170166987693,4.793170166987693,4.793170166987693,4.793170166987693,4.793170166987693,4.793170166987693,4.821951874997467,,,,,,,,
