blockN,stimVal,thisN,thisTrialN,thisRepN,run,div,trial_key,stim_file_pos,stim_pos,noise_pos,val_C0F1,val_C1F0,valence_disp,target_pos,target_file,disp_div,anchor,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,slider.response,slider.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,ITI1.started,text_3.started,ITI1.stopped,stim.started,target_stim.started,stim.stopped,delay.started,text.started,text.stopped,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,slider.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.slider.response,trials.slider.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,feedback.started,no_resp_text.started,Mcoin.started,feedback.stopped,correct,outcome,text_3.stopped,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,val_C1F0,0,0,0,1,0.0,34,3.5,0.3,4.0,rew,pen,pen_rew,0.3,input_data/stims/Shape_3.50_4.00.png,0.0,-0.210663143288722,input_data/stims/Shape_0.00_4.00.png,input_data/stims/Shape_4.00_4.00.png,return,0.8841466660087463,None,None,None,"['left', 'right']","[0.39375654197647236, 0.592472458985867]","[0.16811266701552086, 0.560548999987077]",return,1.4417197089933325,None,0,0,0,0,0,0,0,34,1.1099340000073425,,0.041225875000236556,0.17211941699497402,0.17211941699497402,1.0638485839881469,return,0.8841466660087463,None,1.0986639999900945,1.1099340000073425,2.0631799999973737,2.4454629590036348,2.4843477089889348,3.063178499985952,3.0632087500125635,3.0676413339970168,5.283837458991911,4.5629089169960935,5.207756833988242,5.283837458991911,5.283837458991911,5.283837458991911,5.283837458991911,5.283837458991911,5.283837458991911,5.283837458991911,6.7301240419910755,"[-0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.221, -0.231, -0.241, -0.251, -0.261, -0.271, -0.281, -0.291, -0.301, -0.311, -0.321, -0.331, -0.341, -0.351, -0.351, -0.351, -0.351, -0.341, -0.331, -0.321, -0.311, -0.301, -0.291, -0.281, -0.271, -0.261, -0.251, -0.241, -0.231, -0.221, -0.211, -0.201, -0.191, -0.181, -0.171, -0.161, -0.151, -0.141, -0.131, -0.121, -0.111, -0.101, -0.091, -0.081, -0.071, -0.061, -0.051, -0.041, -0.031, -0.021, -0.011, -0.001, 0.009, 0.019, 0.029, 0.039, 0.049, 0.059, 0.069, 0.079, 0.089, 0.099, 0.109, 0.119, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129, 0.129]",None,None,"['left', 'right']","[0.39375654197647236, 0.592472458985867]","[0.16811266701552086, 0.560548999987077]",return,1.4417197089933325,None,6.749431333999382,6.755700334004359,6.755700334004359,7.729978958988795,1,1,,,D,2025-03-04_20h36.43.135,asymmetry_v10,2024.2.4,None,2025-03-04 20h36.52.029778 -0500,
1,,1,1,0,1,0.0,29,2.9,0.18,4.0,rew,pen,rew_pen,-0.18,input_data/stims/Shape_2.90_4.00.png,0.0,0.2839576941697793,input_data/stims/Shape_4.00_4.00.png,input_data/stims/Shape_0.00_4.00.png,,,,,,,,,,,,,,,,0,1,1,29,7.733928083995124,,,,,,,,,7.730310709011974,7.733928083995124,8.728913458995521,8.97381566700642,9.005761292006355,9.72876554200775,9.728790124994703,9.731977499992354,11.725263792002806,11.229916709009558,11.672745749994647,11.725263792002806,11.725263792002806,11.725263792002806,11.725263792002806,11.725263792002806,11.725263792002806,11.725263792002806,12.737650791998021,"[0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.274, 0.264, 0.254, 0.244, 0.234, 0.224, 0.214, 0.204, 0.194, 0.184, 0.174, 0.164, 0.154, 0.144, 0.134, 0.124, 0.114, 0.104, 0.094, 0.084, 0.074, 0.064, 0.054, 0.044, 0.034, 0.024, 0.014, 0.004, -0.006, -0.016, -0.026, -0.036, -0.046, -0.056, -0.066, -0.076, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086, -0.086]",None,None,['left'],[0.35594049998326227],[0.4280739580281079],return,1.0097843330004252,None,12.752235499996459,12.759276124997996,12.759276124997996,,,,9.005761292006355,,,,,,,,
