blockN,stimVal,thisN,thisTrialN,thisRepN,run,div,trial_key,stim_pos,noise_pos,val_C0F1,val_C1F0,valence_disp,target_pos,target_file,disp_div,anchor,img1_file,img2_file,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,stim.started,targ_pos.started,stim.stopped,delay.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,slider.started,slider_resp.started,submit_resp.started,debug_task_text.started,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,val_C1F0,0,0,0,1,0.0,17,1.7,4,pen,rew,rew_pen,0.06,input_data/stims/Shape_1.70_4.00.png,0.0,0.278725239,input_data/stims/Shape_4.00_4.00.png,input_data/stims/Shape_0.00_4.00.png,0,0,0,0,,,,0,0,0,17,1.3320318749756552,,0.06602966698119417,0.20913987499079667,0.20913987499079667,0.8234764169901609,space,0.6111922499840148,None,1.2812872499926016,1.3320318749756552,1.8319587919977494,1.8320729169936385,1.832268624973949,2.5114182499819435,3.433373457984999,3.433373457984999,3.433373457984999,3.433373457984999,3.433373457984999,3.433373457984999,3.433373457984999,3.433373457984999,,,,,,,,
