blockN,stimVal,thisN,thisTrialN,thisRepN,run,div,trial_key,stim_file_pos,stim_pos,noise_pos,val_C0F1,val_C1F0,valence_disp,target_pos,target_file,disp_div,anchor,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,slider.response,slider.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,ITI.started,ISI1.started,ITI.stopped,stim.started,target_stim.started,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,slider.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.slider.response,trials.slider.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,feedback.started,no_resp_text.started,Mcoin.started,no_resp_text.stopped,Mcoin.stopped,feedback.stopped,correct,outcome,Lcoin.started,Rcoin.started,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,val_C1F0,0,0,0,1,0.0,34,3.5,0.3,4.0,rew,pen,pen_rew,0.3,input_data/stims/Shape_3.50_4.00.png,0.0,-0.210663143288722,input_data/stims/Shape_0.00_4.00.png,input_data/stims/Shape_4.00_4.00.png,return,0.8413877080020029,None,None,None,['right'],[0.5392764580028597],[0.3680715000082273],return,1.1199016669997945,None,0,0,0,0,0,0,0,34,1.0777471250039525,,0.05174824999994598,0.18876320900744759,0.18876320900744759,1.0347527920093853,return,0.8413877080020029,None,1.0690542089869268,0.034284250024938956,2.069985334004741,2.0700273340044077,2.1076844169874676,3.029843249998521,3.0298681250133086,-0.0008817919879220426,4.534124541998608,4.535296334011946,4.614385416993173,4.614385416993173,4.614385416993173,4.614385416993173,4.614385416993173,4.614385416993173,4.614385416993173,5.735924125008751,"[-0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.201, -0.191, -0.181, -0.171, -0.161, -0.151, -0.141, -0.131, -0.121, -0.111, -0.101, -0.091, -0.081, -0.071, -0.061, -0.051, -0.041, -0.031, -0.021, -0.011, -0.001, 0.009, 0.019, 0.029, 0.039, 0.049, 0.059, 0.069, 0.079, 0.089, 0.099, 0.109, 0.119, 0.129, 0.139, 0.149, 0.159, 0.169, 0.179, 0.189, 0.199, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209, 0.209]",None,None,['right'],[0.5392764580028597],[0.3680715000082273],return,1.1199016669997945,None,5.736218459001975,5.743520499992883,5.743520499992883,6.731576124991989,6.731576124991989,6.729731542000081,1,1,,,,D,2025-03-04_23h42.35.042,asymmetry_v10,2024.2.4,None,2025-03-04 23h42.43.606671 -0500,
1,,1,1,0,1,0.0,14,1.5,-0.1,0.0,pen,rew,pen_rew,-0.1,input_data/stims/Shape_1.50_0.00.png,0.0,-0.3689445433781786,input_data/stims/Shape_0.00_0.00.png,input_data/stims/Shape_4.00_0.00.png,,,,,,,,,,,,,,,,0,1,1,14,6.731576124991989,,,,,,,,,6.729981749987928,0.0002447500010021031,7.73018908398808,7.730237749987282,7.755575999995926,8.718163584009744,8.718192708998686,0.0003668330027721822,10.23032458400121,10.231463709002128,10.284696791990427,10.284696791990427,10.284696791990427,10.284696791990427,10.284696791990427,10.284696791990427,10.284696791990427,11.970279375003884,"[-0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.369, -0.379, -0.389, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.399, -0.389, -0.379, -0.369, -0.359, -0.349, -0.339, -0.329, -0.319, -0.309, -0.299, -0.289, -0.279, -0.269, -0.259, -0.249, -0.239, -0.229, -0.219, -0.209, -0.199, -0.189, -0.179, -0.169, -0.159, -0.149, -0.139, -0.129, -0.119, -0.109, -0.099, -0.089, -0.079, -0.069, -0.059, -0.049, -0.039, -0.029, -0.019, -0.009, 0.001, 0.011, 0.021, 0.031, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.041, 0.031, 0.021, 0.011, 0.001, -0.009, -0.019, -0.029, -0.039, -0.049, -0.059, -0.069, -0.079, -0.089, -0.099, -0.109, -0.119, -0.129, -0.139, -0.149, -0.159, -0.169, -0.179, -0.189, -0.199, -0.209, -0.219, -0.229, -0.239, -0.249, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259, -0.259]",None,None,"['left', 'right', 'left']","[0.3429268749896437, 0.7020549160079099, 1.199543624999933]","[0.1284644160186872, 0.3759984170028474, 0.24796891599544324]",return,1.67932500000461,None,11.970580374996644,11.976763084006961,,,,,,,11.976763084006961,11.976763084006961,,,,,,,,
