blockN,stimVal,thisN,thisTrialN,thisRepN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,anchor,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,slider.response,slider.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,placeHolder_base.started,ISI1.started,placeHolder_base.stopped,baseline.stopped,stim.started,target_stim.started,stim.stopped,delay.started,placeHolder_delay.started,ISI2.started,placeHolder_delay.stopped,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,slider.started,slider_resp.started,submit_resp.started,img1.stopped,task.stopped,positions,trials.slider.response,trials.slider.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,feedback.started,no_resp_text.started,Lcoin.started,Rcoin.started,text.started,no_resp_text.stopped,Lcoin.stopped,Rcoin.stopped,text.stopped,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,subj_C1F0_val,0,0,0,1,baseline,16,1.7,-0.06,0,-0.331597377,curv,curv_flat,0.0,-0.06,pen,rew,input_data/stims/Shape_1.70_0.00.png,input_data/stims/Shape_0.00_0.00.png,input_data/stims/Shape_4.00_0.00.png,0,0,0,0,,,,0,0,0,16,,,,,,,,,1.0836695419857278,,0.1436833750049118,0.2789736249833368,0.2789736249833368,1.02780233300291,up,0.7424106239923276,None,1.0645633329986595,1.0836695419857278,0.03672945898142643,2.418550625006901,2.377109291992383,2.3771354999917094,2.418550625006901,3.3844872920017224,3.384609625005396,3.3905933749920223,0.007511208998039365,5.123791041987715,5.043797916994663,5.044961375009734,5.123791041987715,5.123791041987715,5.123791041987715,5.123791041987715,5.123791041987715,5.123791041987715,5.123791041987715,5.148826791992178,6.968569749995368,"[-0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.332, -0.322, -0.312, -0.302, -0.292, -0.282, -0.272, -0.262, -0.252, -0.242, -0.232, -0.222, -0.212, -0.202, -0.192, -0.182, -0.172, -0.162, -0.152, -0.142, -0.132, -0.122, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112]",None,None,['right'],[0.9783617079956457],[0.19584679100080393],up,1.8430313740100246,None,6.968904916982865,6.978978875005851,6.978978875005851,6.978978875005851,6.978978875005851,7.97461075001047,7.97461075001047,7.97461075001047,7.97461075001047,,,,,,,,
