blockN,stimVal,thisN,thisTrialN,thisRepN,run,div,trial_key,stim_file_pos,stim_pos,noise_pos,val_C0F1,val_C1F0,valence_disp,target_pos,target_file,disp_div,anchor,img1_file,img2_file,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,slider.response,slider.rt,slider_resp.keys,submit_resp.keys,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,stim.started,targ_pos.started,stim.stopped,delay.started,text.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,slider.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.slider.response,trials.slider.rt,trials.slider_resp.keys,trials.submit_resp.keys,feedback.started,no_resp_text.started,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,val_C0F1,0,0,0,1,0.0,34,3.5,0.3,4.0,rew,pen,pen_rew,0.3,input_data/stims/Shape_3.50_4.00.png,0.0,-0.210663143288722,input_data/stims/Shape_0.00_4.00.png,input_data/stims/Shape_4.00_4.00.png,0,0,0,0,,,,0,0,0,34,,,,,2.258356582984561,,0.03707358299288899,0.17699816598906182,0.17699816598906182,1.7747867080033757,return,1.5948914159962442,None,2.215578832983738,2.258356582984561,2.7750497910019476,2.7750834159960505,2.7972063749912195,4.267300415987847,4.934578207990853,5.016413207980804,5.016413207980804,5.016413207980804,5.016413207980804,5.016413207980804,5.016413207980804,5.016413207980804,7.283552540990058,"[-0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211, -0.211]",None,None,None,None,7.315363082976546,7.318432625004789,,,,,,,,
