blockN,stimVal,thisN,thisTrialN,thisRepN,run,div,trial_key,stim_pos,noise_pos,val_C0F1,val_C1F0,valence_disp,target_pos,target_file,disp_div,anchor,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,slider.response,slider.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,stim.started,targ_pos.started,stim.stopped,delay.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,slider.started,slider_resp.started,submit_resp.started,debug_task_text.started,task.stopped,positions,trials.slider.response,trials.slider.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,feedback.started,no_resp_text.started,Lcoin.started,Rcoin.started,feedback.stopped,correct,outcome,ITI.started,ITI.stopped,Mcoin.started,Mcross.started,Lcross.started,Rcross.started,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,val_C0F1,0,0,0,1,0.0,23,2.3,4,rew,pen,pen_rew,0.06,input_data/stims/Shape_2.30_4.00.png,0.0,-0.071377087,input_data/stims/Shape_0.00_4.00.png,input_data/stims/Shape_4.00_4.00.png,space,0.9523962910170667,None,None,None,['right'],[1.2988271249923855],[0.22789579100208357],space,1.8386472080019303,None,0,0,0,0,0,0,0,23,1.6656050419842359,,0.05556395897292532,0.1980755419936031,0.1980755419936031,1.15694133398938,space,0.9523962910170667,None,1.6145294589805417,1.6656050419842359,2.157204708986683,2.157319916994311,2.1575283749843948,2.8412749169801828,3.75611512499745,3.75611512499745,3.75611512499745,3.75611512499745,3.75611512499745,3.75611512499745,3.75611512499745,3.75611512499745,5.5968064589833375,"[-0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.071, -0.061, -0.051, -0.041, -0.031, -0.021, -0.011, -0.001, 0.009, 0.019, 0.029, 0.039, 0.049, 0.059, 0.069, 0.079, 0.089, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099, 0.099]",None,None,['right'],[1.2988271249923855],[0.22789579100208357],space,1.8386472080019303,None,5.6203086669847835,5.631003083981341,5.631003083981341,5.631003083981341,6.591229083976941,1,2,6.591352833987912,6.591463083983399,,,,,,C,2025-03-02_21h57.19.940,asymmetry_v8,2024.2.4,None,2025-03-02 21h57.28.719426 -0500,
1,val_C0F1,1,1,0,1,0.0,35,3.5,4,rew,pen,pen_rew,0.3,input_data/stims/Shape_3.50_4.00.png,0.0,0.083399305,input_data/stims/Shape_0.00_4.00.png,input_data/stims/Shape_4.00_4.00.png,space,0.9523962910170667,None,None,None,['left'],[0.8916596670169383],[0.19146383300540037],space,1.4002960000070743,None,0,0,0,0,0,1,1,35,6.870448041998316,,,,,,,,,6.865682291972917,7.645032374974107,8.594795041979523,8.5948692499951,8.595084291999228,9.130903666984523,10.15658212499693,10.15658212499693,10.15658212499693,10.15658212499693,10.15658212499693,10.15658212499693,10.15658212499693,10.15658212499693,11.567581333976705,"[0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.083, 0.073, 0.063, 0.053, 0.043, 0.033, 0.023, 0.013, 0.003, -0.007, -0.017, -0.027, -0.037, -0.047, -0.057, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067, -0.067]",None,None,['left'],[0.8916596670169383],[0.19146383300540037],space,1.4002960000070743,None,11.590951333986595,11.599567874975037,,,12.556354666972766,-1,-1,12.556430541997543,12.556525374995545,11.599567874975037,11.599567874975037,,,,C,2025-03-02_21h57.19.940,asymmetry_v8,2024.2.4,None,2025-03-02 21h57.28.719426 -0500,
1,val_C0F1,2,2,0,1,0.0,2,0.3,0,pen,rew,pen_rew,-0.34,input_data/stims/Shape_0.30_0.00.png,0.0,-0.073620648,input_data/stims/Shape_0.00_0.00.png,input_data/stims/Shape_4.00_0.00.png,space,0.9523962910170667,None,None,None,"['right', 'left']","[0.48302425001747906, 0.8769533330050763]","[0.0873461659939494, 0.0876793329953216]",space,1.3048882079892792,None,0,0,0,0,0,2,2,2,12.7986854169867,,,,,,,,,12.793876791984076,13.59455949999392,14.564758833992528,14.564857291989028,14.565086624992546,15.030672416993184,16.122867541998858,16.122867541998858,16.122867541998858,16.122867541998858,16.122867541998858,16.122867541998858,16.122867541998858,16.122867541998858,17.44218283399823,"[-0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.064, -0.054, -0.044, -0.034, -0.024, -0.014, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.004, -0.014, -0.024, -0.034, -0.044, -0.054, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064]",None,None,"['right', 'left']","[0.48302425001747906, 0.8769533330050763]","[0.0873461659939494, 0.0876793329953216]",space,1.3048882079892792,None,17.465733041986823,17.47408433398232,,,18.428265666996595,1,1,18.428341833991,18.428432541986695,17.47408433398232,,,,,C,2025-03-02_21h57.19.940,asymmetry_v8,2024.2.4,None,2025-03-02 21h57.28.719426 -0500,
1,val_C0F1,3,3,0,1,0.0,15,1.5,4,pen,rew,rew_pen,0.1,input_data/stims/Shape_1.50_4.00.png,0.0,-0.07364496,input_data/stims/Shape_4.00_4.00.png,input_data/stims/Shape_0.00_4.00.png,space,0.9523962910170667,None,None,None,"['right', 'right']","[0.45539004099555314, 0.9249460409919266]","[0.11200362502131611, 0.0800053340208251]",space,1.372909375000745,None,0,0,0,0,0,3,3,15,18.67778458399698,,,,,,,,,18.67311195898219,19.45643870899221,20.437740624998696,20.43783679199987,20.438082666980335,20.93477133399574,21.995630249992246,21.995630249992246,21.995630249992246,21.995630249992246,21.995630249992246,21.995630249992246,21.995630249992246,21.995630249992246,23.371026291977614,"[-0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.074, -0.064, -0.054, -0.044, -0.034, -0.024, -0.014, -0.004, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.016, 0.026, 0.036, 0.046, 0.056, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066, 0.066]",None,None,"['right', 'right']","[0.45539004099555314, 0.9249460409919266]","[0.11200362502131611, 0.0800053340208251]",space,1.372909375000745,None,23.393044416996418,23.401154374994803,,,24.356720249983482,1,1,24.356793749990175,24.356887541973265,23.401154374994803,,,,,C,2025-03-02_21h57.19.940,asymmetry_v8,2024.2.4,None,2025-03-02 21h57.28.719426 -0500,
1,val_C0F1,4,4,0,1,0.0,31,3.1,4,rew,pen,pen_rew,0.22,input_data/stims/Shape_3.10_4.00.png,0.0,0.108966197,input_data/stims/Shape_0.00_4.00.png,input_data/stims/Shape_4.00_4.00.png,space,0.9523962910170667,None,None,None,['left'],[0.7257961250143126],[0.07518920899019577],space,1.2010200840013567,None,0,0,0,0,0,4,4,31,24.596812791976845,,,,,,,,,24.59232445899397,25.392118999996455,26.358757416979643,26.358851499971934,26.359054417000152,26.824893124983646,27.926402249984676,27.926402249984676,27.926402249984676,27.926402249984676,27.926402249984676,27.926402249984676,27.926402249984676,27.926402249984676,29.144152583990945,"[0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.109, 0.099, 0.089, 0.079, 0.069, 0.059, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049, 0.049]",None,None,['left'],[0.7257961250143126],[0.07518920899019577],space,1.2010200840013567,None,29.16408199997386,29.172863458981737,29.172863458981737,29.172863458981737,30.140376583993202,1,2,30.140475958993193,30.14059595897561,,,,,,C,2025-03-02_21h57.19.940,asymmetry_v8,2024.2.4,None,2025-03-02 21h57.28.719426 -0500,
1,val_C0F1,5,5,0,1,0.0,11,1.1,4,pen,rew,rew_pen,0.18,input_data/stims/Shape_1.10_4.00.png,0.0,0.295224688,input_data/stims/Shape_4.00_4.00.png,input_data/stims/Shape_0.00_4.00.png,space,0.9523962910170667,None,None,None,"['left', 'left', 'left']","[0.5328095839940943, 1.2046538339927793, 1.6140555839810986]","[0.17113441598485224, 0.1481810410041362, 0.1280279160127975]",space,2.4255012089852244,None,0,0,0,0,0,5,5,11,30.390981083997758,,,,,,,,,30.386328999971738,31.175066041992977,32.15635770899826,32.15642804198433,32.156608833989594,32.62170216697268,33.710169583995594,33.710169583995594,33.710169583995594,33.710169583995594,33.710169583995594,33.710169583995594,33.710169583995594,33.710169583995594,36.14114237498143,"[0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.285, 0.275, 0.265, 0.255, 0.245, 0.235, 0.225, 0.215, 0.205, 0.195, 0.185, 0.175, 0.165, 0.155, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.135, 0.125, 0.115, 0.105, 0.095, 0.085, 0.075, 0.065, 0.055, 0.045, 0.035, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.015, 0.005, -0.005, -0.015, -0.025, -0.035, -0.045, -0.055, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065, -0.065]",None,None,"['left', 'left', 'left']","[0.5328095839940943, 1.2046538339927793, 1.6140555839810986]","[0.17113441598485224, 0.1481810410041362, 0.1280279160127975]",space,2.4255012089852244,None,36.16343033398152,36.17356962498161,36.17356962498161,36.17356962498161,37.12967304198537,-1,-2,37.12975137497415,37.1298438339727,,,36.17356962498161,36.17356962498161,,C,2025-03-02_21h57.19.940,asymmetry_v8,2024.2.4,None,2025-03-02 21h57.28.719426 -0500,
1,val_C0F1,6,6,0,1,0.0,16,1.7,0,pen,rew,pen_rew,-0.06,input_data/stims/Shape_1.70_0.00.png,0.0,0.199177643,input_data/stims/Shape_0.00_0.00.png,input_data/stims/Shape_4.00_0.00.png,space,0.9523962910170667,None,None,None,['left'],[1.3751540000084788],[0.08347983300336637],space,1.7208963750163093,None,0,0,0,0,0,6,6,16,37.39228970897966,,,,,,,,,37.38806608397863,38.15844895897317,39.140239666972775,39.14032604199019,39.140523999987636,39.60566604198539,40.69616129199858,40.69616129199858,40.69616129199858,40.69616129199858,40.69616129199858,40.69616129199858,40.69616129199858,40.69616129199858,42.421130916976836,"[0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.199, 0.189, 0.179, 0.169, 0.159, 0.149, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139, 0.139]",None,None,['left'],[1.3751540000084788],[0.08347983300336637],space,1.7208963750163093,None,42.44434591699974,42.45406804198865,42.45406804198865,42.45406804198865,43.40643445900059,-1,-2,43.4065275839821,43.40662108399556,,,42.45406804198865,42.45406804198865,,C,2025-03-02_21h57.19.940,asymmetry_v8,2024.2.4,None,2025-03-02 21h57.28.719426 -0500,
1,,7,7,0,1,0.0,5,0.5,4,pen,rew,rew_pen,0.3,input_data/stims/Shape_0.50_4.00.png,0.0,0.076306078,input_data/stims/Shape_4.00_4.00.png,input_data/stims/Shape_0.00_4.00.png,,,,,,,,,,,,,,,,0,7,7,5,43.702689041994745,,,,,,,,,43.69825845898595,44.44970887497766,45.40676254199934,45.40685829197173,45.40707862499403,45.88815629199962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
