boundary,boundary_label,stim,stim_idx,unique_stim_idx,class,resp,class_pred,net_idx,stim_aligned,resp_aligned,stim_rank
0.5,b=0.50,0.7142857313156128,14,14,1.0,0.6117705,1.0,7,0.2142857313156128,0.11177051067352295,15.0
0.5,b=0.50,0.761904776096344,15,15,1.0,0.636697,1.0,7,0.261904776096344,0.13669699430465698,16.0
0.5,b=0.50,0.8095238208770752,16,16,1.0,0.66091007,1.0,7,0.3095238208770752,0.16091006994247437,17.0
0.5,b=0.50,0.8571428656578064,17,17,1.0,0.6827434,1.0,7,0.3571428656578064,0.1827433705329895,18.0
0.5,b=0.50,0.9047619104385376,18,18,1.0,0.69996136,1.0,7,0.4047619104385376,0.1999613642692566,19.0
0.5,b=0.50,0.9523809552192688,19,19,1.0,0.7127519,1.0,7,0.4523809552192688,0.21275192499160767,20.0
0.75,b=0.75,0.2857142984867096,0,0,0.0,0.52473253,0.0,7,-0.4642857015132904,-0.2252674698829651,1.0
0.75,b=0.75,0.3333333432674408,1,1,0.0,0.5511472,0.0,7,-0.4166666567325592,-0.1988527774810791,2.0
0.75,b=0.75,0.380952388048172,2,2,0.0,0.5772765,0.0,7,-0.369047611951828,-0.17272347211837769,3.0
0.75,b=0.75,0.4285714328289032,3,3,0.0,0.60298043,0.0,7,-0.3214285671710968,-0.14701956510543823,4.0
0.75,b=0.75,0.4761904776096344,4,4,0.0,0.6281283,0.0,7,-0.2738095223903656,-0.1218717098236084,5.0
0.75,b=0.75,0.523809552192688,5,5,0.0,0.6526009,0.0,7,-0.226190447807312,-0.09739911556243896,6.0
0.75,b=0.75,0.5714285969734192,6,6,0.0,0.67629296,0.0,7,-0.1785714030265808,-0.07370704412460327,7.0
0.75,b=0.75,0.6190476417541504,7,7,0.0,0.69911426,0.0,7,-0.1309523582458496,-0.05088573694229126,8.0
0.75,b=0.75,0.6666666865348816,8,8,0.0,0.7209904,0.0,7,-0.08333331346511841,-0.029009580612182617,9.0
0.75,b=0.75,0.7142857313156128,9,9,0.0,0.74186337,0.0,7,-0.03571426868438721,-0.008136630058288574,10.0
0.75,b=0.75,0.761904776096344,10,10,1.0,0.76169086,1.0,7,0.011904776096343994,0.011690855026245117,11.5
0.75,b=0.75,0.761904776096344,11,10,1.0,0.76169086,1.0,7,0.011904776096343994,0.011690855026245117,11.5
0.75,b=0.75,0.8095238208770752,12,11,1.0,0.77817565,1.0,7,0.059523820877075195,0.028175652027130127,13.5
0.75,b=0.75,0.8095238208770752,13,11,1.0,0.77817565,1.0,7,0.059523820877075195,0.028175652027130127,13.5
0.75,b=0.75,0.8571428656578064,14,12,1.0,0.78784484,1.0,7,0.1071428656578064,0.037844836711883545,15.5
0.75,b=0.75,0.8571428656578064,15,12,1.0,0.78784484,1.0,7,0.1071428656578064,0.037844836711883545,15.5
0.75,b=0.75,0.9047619104385376,16,13,1.0,0.7917756,1.0,7,0.1547619104385376,0.04177558422088623,17.5
0.75,b=0.75,0.9047619104385376,17,13,1.0,0.7917756,1.0,7,0.1547619104385376,0.04177558422088623,17.5
0.75,b=0.75,0.9523809552192688,18,14,1.0,0.79565233,1.0,7,0.2023809552192688,0.04565232992172241,19.5
0.75,b=0.75,0.9523809552192688,19,14,1.0,0.79565233,1.0,7,0.2023809552192688,0.04565232992172241,19.5
0.25,b=0.25,0.0476190485060215,0,0,0.0,0.17362367,0.0,8,-0.2023809514939785,-0.07637633383274078,1.5
0.25,b=0.25,0.0476190485060215,1,0,0.0,0.17362367,0.0,8,-0.2023809514939785,-0.07637633383274078,1.5
0.25,b=0.25,0.095238097012043,2,1,0.0,0.18415429,0.0,8,-0.154761902987957,-0.06584571301937103,3.5
0.25,b=0.25,0.095238097012043,3,1,0.0,0.18415429,0.0,8,-0.154761902987957,-0.06584571301937103,3.5
0.25,b=0.25,0.1428571492433548,4,2,0.0,0.1974301,0.0,8,-0.1071428507566452,-0.05256989598274231,5.5
0.25,b=0.25,0.1428571492433548,5,2,0.0,0.1974301,0.0,8,-0.1071428507566452,-0.05256989598274231,5.5
0.25,b=0.25,0.190476194024086,6,3,0.0,0.21141507,0.0,8,-0.059523805975914,-0.038584932684898376,7.5
0.25,b=0.25,0.190476194024086,7,3,0.0,0.21141507,0.0,8,-0.059523805975914,-0.038584932684898376,7.5
0.25,b=0.25,0.2380952388048172,8,4,0.0,0.2261115,0.0,8,-0.0119047611951828,-0.023888498544692993,9.5
0.25,b=0.25,0.2380952388048172,9,4,0.0,0.2261115,0.0,8,-0.0119047611951828,-0.023888498544692993,9.5
0.25,b=0.25,0.2857142984867096,10,5,1.0,0.24151666,0.0,8,0.035714298486709595,-0.008483335375785828,11.0
0.25,b=0.25,0.3333333432674408,11,6,1.0,0.257622,1.0,8,0.0833333432674408,0.0076220035552978516,12.0
0.25,b=0.25,0.380952388048172,12,7,1.0,0.27441278,1.0,8,0.130952388048172,0.02441278100013733,13.0
0.25,b=0.25,0.4285714328289032,13,8,1.0,0.29186764,1.0,8,0.1785714328289032,0.04186764359474182,14.0
0.25,b=0.25,0.4761904776096344,14,9,1.0,0.30995855,1.0,8,0.2261904776096344,0.05995854735374451,15.0
0.25,b=0.25,0.523809552192688,15,10,1.0,0.32865033,1.0,8,0.273809552192688,0.0786503255367279,16.0
0.25,b=0.25,0.5714285969734192,16,11,1.0,0.347901,1.0,8,0.3214285969734192,0.09790098667144775,17.0
0.25,b=0.25,0.6190476417541504,17,12,1.0,0.3676617,1.0,8,0.3690476417541504,0.11766171455383301,18.0
0.25,b=0.25,0.6666666865348816,18,13,1.0,0.38787726,1.0,8,0.4166666865348816,0.13787725567817688,19.0
0.25,b=0.25,0.7142857313156128,19,14,1.0,0.40848625,1.0,8,0.4642857313156128,0.1584862470626831,20.0
0.5,b=0.50,0.0476190485060215,0,0,0.0,0.30182758,0.0,8,-0.4523809514939785,-0.1981724202632904,1.0
0.5,b=0.50,0.095238097012043,1,1,0.0,0.3202566,0.0,8,-0.404761902987957,-0.17974340915679932,2.0
0.5,b=0.50,0.1428571492433548,2,2,0.0,0.33926407,0.0,8,-0.3571428507566452,-0.16073593497276306,3.0
0.5,b=0.50,0.190476194024086,3,3,0.0,0.35880414,0.0,8,-0.309523805975914,-0.1411958634853363,4.0
0.5,b=0.50,0.2380952388048172,4,4,0.0,0.37882435,0.0,8,-0.2619047611951828,-0.12117564678192139,5.0
0.5,b=0.50,0.2857142984867096,5,5,0.0,0.39926615,0.0,8,-0.2142857015132904,-0.10073384642601013,6.0
0.5,b=0.50,0.3333333432674408,6,6,0.0,0.42006505,0.0,8,-0.1666666567325592,-0.07993495464324951,7.0
0.5,b=0.50,0.380952388048172,7,7,0.0,0.44115174,0.0,8,-0.119047611951828,-0.05884826183319092,8.0
0.5,b=0.50,0.4285714328289032,8,8,0.0,0.46245286,0.0,8,-0.0714285671710968,-0.037547141313552856,9.0
0.5,b=0.50,0.4761904776096344,9,9,0.0,0.4838919,0.0,8,-0.0238095223903656,-0.01610809564590454,10.0
0.5,b=0.50,0.523809552192688,10,10,1.0,0.5053905,1.0,8,0.02380955219268799,0.005390524864196777,11.0
0.5,b=0.50,0.5714285969734192,11,11,1.0,0.52686906,1.0,8,0.07142859697341919,0.02686905860900879,12.0
0.5,b=0.50,0.6190476417541504,12,12,1.0,0.5482487,1.0,8,0.11904764175415039,0.04824870824813843,13.0
0.5,b=0.50,0.6666666865348816,13,13,1.0,0.5694517,1.0,8,0.1666666865348816,0.06945168972015381,14.0
0.5,b=0.50,0.7142857313156128,14,14,1.0,0.590403,1.0,8,0.2142857313156128,0.09040302038192749,15.0
0.5,b=0.50,0.761904776096344,15,15,1.0,0.61103123,1.0,8,0.261904776096344,0.11103123426437378,16.0
0.5,b=0.50,0.8095238208770752,16,16,1.0,0.6312694,1.0,8,0.3095238208770752,0.1312693953514099,17.0
0.5,b=0.50,0.8571428656578064,17,17,1.0,0.65105593,1.0,8,0.3571428656578064,0.1510559320449829,18.0
0.5,b=0.50,0.9047619104385376,18,18,1.0,0.67033505,1.0,8,0.4047619104385376,0.170335054397583,19.0
0.5,b=0.50,0.9523809552192688,19,19,1.0,0.6890578,1.0,8,0.4523809552192688,0.1890578269958496,20.0
0.75,b=0.75,0.2857142984867096,0,0,0.0,0.5811108,0.0,8,-0.4642857015132904,-0.16888922452926636,1.0
0.75,b=0.75,0.3333333432674408,1,1,0.0,0.60189134,0.0,8,-0.4166666567325592,-0.14810866117477417,2.0
0.75,b=0.75,0.380952388048172,2,2,0.0,0.6223111,0.0,8,-0.369047611951828,-0.12768888473510742,3.0
0.75,b=0.75,0.4285714328289032,3,3,0.0,0.6423059,0.0,8,-0.3214285671710968,-0.10769408941268921,4.0
0.75,b=0.75,0.4761904776096344,4,4,0.0,0.6618175,0.0,8,-0.2738095223903656,-0.08818250894546509,5.0
0.75,b=0.75,0.523809552192688,5,5,0.0,0.6807936,0.0,8,-0.226190447807312,-0.06920641660690308,6.0
0.75,b=0.75,0.5714285969734192,6,6,0.0,0.69918895,0.0,8,-0.1785714030265808,-0.050811052322387695,7.0
0.75,b=0.75,0.6190476417541504,7,7,0.0,0.71696484,0.0,8,-0.1309523582458496,-0.03303515911102295,8.0
0.75,b=0.75,0.6666666865348816,8,8,0.0,0.73408985,0.0,8,-0.08333331346511841,-0.01591014862060547,9.0
0.75,b=0.75,0.7142857313156128,9,9,0.0,0.7505393,1.0,8,-0.03571426868438721,0.0005393028259277344,10.0
0.75,b=0.75,0.761904776096344,10,10,1.0,0.766295,1.0,8,0.011904776096343994,0.016295015811920166,11.5
0.75,b=0.75,0.761904776096344,11,10,1.0,0.766295,1.0,8,0.011904776096343994,0.016295015811920166,11.5
0.75,b=0.75,0.8095238208770752,12,11,1.0,0.78134555,1.0,8,0.059523820877075195,0.03134554624557495,13.5
0.75,b=0.75,0.8095238208770752,13,11,1.0,0.78134555,1.0,8,0.059523820877075195,0.03134554624557495,13.5
0.75,b=0.75,0.8571428656578064,14,12,1.0,0.79568535,1.0,8,0.1071428656578064,0.04568535089492798,15.5
0.75,b=0.75,0.8571428656578064,15,12,1.0,0.79568535,1.0,8,0.1071428656578064,0.04568535089492798,15.5
0.75,b=0.75,0.9047619104385376,16,13,1.0,0.809314,1.0,8,0.1547619104385376,0.05931401252746582,17.5
0.75,b=0.75,0.9047619104385376,17,13,1.0,0.809314,1.0,8,0.1547619104385376,0.05931401252746582,17.5
0.75,b=0.75,0.9523809552192688,18,14,1.0,0.8222369,1.0,8,0.2023809552192688,0.07223689556121826,19.5
0.75,b=0.75,0.9523809552192688,19,14,1.0,0.8222369,1.0,8,0.2023809552192688,0.07223689556121826,19.5
0.25,b=0.25,0.0476190485060215,0,0,0.0,0.20061806,0.0,9,-0.2023809514939785,-0.04938194155693054,1.5
0.25,b=0.25,0.0476190485060215,1,0,0.0,0.20061806,0.0,9,-0.2023809514939785,-0.04938194155693054,1.5
0.25,b=0.25,0.095238097012043,2,1,0.0,0.20369214,0.0,9,-0.154761902987957,-0.04630786180496216,3.5
0.25,b=0.25,0.095238097012043,3,1,0.0,0.20369214,0.0,9,-0.154761902987957,-0.04630786180496216,3.5
0.25,b=0.25,0.1428571492433548,4,2,0.0,0.20993996,0.0,9,-0.1071428507566452,-0.04006004333496094,5.5
0.25,b=0.25,0.1428571492433548,5,2,0.0,0.20993996,0.0,9,-0.1071428507566452,-0.04006004333496094,5.5
0.25,b=0.25,0.190476194024086,6,3,0.0,0.2267592,0.0,9,-0.059523805975914,-0.02324080467224121,7.5
0.25,b=0.25,0.190476194024086,7,3,0.0,0.2267592,0.0,9,-0.059523805975914,-0.02324080467224121,7.5
0.25,b=0.25,0.2380952388048172,8,4,0.0,0.24450886,0.0,9,-0.0119047611951828,-0.005491137504577637,9.5
0.25,b=0.25,0.2380952388048172,9,4,0.0,0.24450886,0.0,9,-0.0119047611951828,-0.005491137504577637,9.5
0.25,b=0.25,0.2857142984867096,10,5,1.0,0.26317498,1.0,9,0.035714298486709595,0.013174980878829956,11.0
0.25,b=0.25,0.3333333432674408,11,6,1.0,0.28273284,1.0,9,0.0833333432674408,0.03273284435272217,12.0
0.25,b=0.25,0.380952388048172,12,7,1.0,0.30314618,1.0,9,0.130952388048172,0.053146183490753174,13.0
0.25,b=0.25,0.4285714328289032,13,8,1.0,0.3243668,1.0,9,0.1785714328289032,0.07436680793762207,14.0
0.25,b=0.25,0.4761904776096344,14,9,1.0,0.34633467,1.0,9,0.2261904776096344,0.09633466601371765,15.0
0.25,b=0.25,0.523809552192688,15,10,1.0,0.3689778,1.0,9,0.273809552192688,0.11897778511047363,16.0
0.25,b=0.25,0.5714285969734192,16,11,1.0,0.39221302,1.0,9,0.3214285969734192,0.14221301674842834,17.0
0.25,b=0.25,0.6190476417541504,17,12,1.0,0.41594702,1.0,9,0.3690476417541504,0.16594702005386353,18.0
0.25,b=0.25,0.6666666865348816,18,13,1.0,0.44007725,1.0,9,0.4166666865348816,0.19007724523544312,19.0
0.25,b=0.25,0.7142857313156128,19,14,1.0,0.46449402,1.0,9,0.4642857313156128,0.2144940197467804,20.0
0.5,b=0.50,0.0476190485060215,0,0,0.0,0.27908674,0.0,9,-0.4523809514939785,-0.22091326117515564,1.0
0.5,b=0.50,0.095238097012043,1,1,0.0,0.2993467,0.0,9,-0.404761902987957,-0.2006533145904541,2.0
0.5,b=0.50,0.1428571492433548,2,2,0.0,0.32042366,0.0,9,-0.3571428507566452,-0.1795763373374939,3.0
0.5,b=0.50,0.190476194024086,3,3,0.0,0.34225973,0.0,9,-0.309523805975914,-0.1577402651309967,4.0
0.5,b=0.50,0.2380952388048172,4,4,0.0,0.36478508,0.0,9,-0.2619047611951828,-0.1352149248123169,5.0
0.5,b=0.50,0.2857142984867096,5,5,0.0,0.38791868,0.0,9,-0.2142857015132904,-0.11208131909370422,6.0
0.5,b=0.50,0.3333333432674408,6,6,0.0,0.41156873,0.0,9,-0.1666666567325592,-0.08843126893043518,7.0
0.5,b=0.50,0.380952388048172,7,7,0.0,0.43563443,0.0,9,-0.119047611951828,-0.06436556577682495,8.0
0.5,b=0.50,0.4285714328289032,8,8,0.0,0.46000722,0.0,9,-0.0714285671710968,-0.03999277949333191,9.0
0.5,b=0.50,0.4761904776096344,9,9,0.0,0.4845729,0.0,9,-0.0238095223903656,-0.015427112579345703,10.0
0.5,b=0.50,0.523809552192688,10,10,1.0,0.50921327,1.0,9,0.02380955219268799,0.009213268756866455,11.0
0.5,b=0.50,0.5714285969734192,11,11,1.0,0.53380895,1.0,9,0.07142859697341919,0.03380894660949707,12.0
0.5,b=0.50,0.6190476417541504,12,12,1.0,0.55824137,1.0,9,0.11904764175415039,0.05824136734008789,13.0
0.5,b=0.50,0.6666666865348816,13,13,1.0,0.582395,1.0,9,0.1666666865348816,0.08239501714706421,14.0
0.5,b=0.50,0.7142857313156128,14,14,1.0,0.6061598,1.0,9,0.2142857313156128,0.10615980625152588,15.0
0.5,b=0.50,0.761904776096344,15,15,1.0,0.6294327,1.0,9,0.261904776096344,0.12943267822265625,16.0
0.5,b=0.50,0.8095238208770752,16,16,1.0,0.6521196,1.0,9,0.3095238208770752,0.15211957693099976,17.0
0.5,b=0.50,0.8571428656578064,17,17,1.0,0.6741366,1.0,9,0.3571428656578064,0.17413657903671265,18.0
0.5,b=0.50,0.9047619104385376,18,18,1.0,0.695411,1.0,9,0.4047619104385376,0.19541102647781372,19.0
0.5,b=0.50,0.9523809552192688,19,19,1.0,0.7158818,1.0,9,0.4523809552192688,0.2158818244934082,20.0
0.75,b=0.75,0.2857142984867096,0,0,0.0,0.5293144,0.0,9,-0.4642857015132904,-0.22068560123443604,1.0
0.75,b=0.75,0.3333333432674408,1,1,0.0,0.55378544,0.0,9,-0.4166666567325592,-0.19621455669403076,2.0
0.75,b=0.75,0.380952388048172,2,2,0.0,0.5779986,0.0,9,-0.369047611951828,-0.1720014214515686,3.0
0.75,b=0.75,0.4285714328289032,3,3,0.0,0.60184246,0.0,9,-0.3214285671710968,-0.14815753698349,4.0
0.75,b=0.75,0.4761904776096344,4,4,0.0,0.6252127,0.0,9,-0.2738095223903656,-0.12478727102279663,5.0
0.75,b=0.75,0.523809552192688,5,5,0.0,0.64801353,0.0,9,-0.226190447807312,-0.10198646783828735,6.0
0.75,b=0.75,0.5714285969734192,6,6,0.0,0.670159,0.0,9,-0.1785714030265808,-0.0798410177230835,7.0
0.75,b=0.75,0.6190476417541504,7,7,0.0,0.6915743,0.0,9,-0.1309523582458496,-0.058425724506378174,8.0
0.75,b=0.75,0.6666666865348816,8,8,0.0,0.7121963,0.0,9,-0.08333331346511841,-0.037803709506988525,9.0
0.75,b=0.75,0.7142857313156128,9,9,0.0,0.7319738,0.0,9,-0.03571426868438721,-0.01802617311477661,10.0
0.75,b=0.75,0.761904776096344,10,10,1.0,0.7508677,1.0,9,0.011904776096343994,0.0008677244186401367,11.5
0.75,b=0.75,0.761904776096344,11,10,1.0,0.7508677,1.0,9,0.011904776096343994,0.0008677244186401367,11.5
0.75,b=0.75,0.8095238208770752,12,11,1.0,0.7688504,1.0,9,0.059523820877075195,0.018850386142730713,13.5
0.75,b=0.75,0.8095238208770752,13,11,1.0,0.7688504,1.0,9,0.059523820877075195,0.018850386142730713,13.5
0.75,b=0.75,0.8571428656578064,14,12,1.0,0.78590494,1.0,9,0.1071428656578064,0.03590494394302368,15.5
0.75,b=0.75,0.8571428656578064,15,12,1.0,0.78590494,1.0,9,0.1071428656578064,0.03590494394302368,15.5
0.75,b=0.75,0.9047619104385376,16,13,1.0,0.8020254,1.0,9,0.1547619104385376,0.05202537775039673,17.5
0.75,b=0.75,0.9047619104385376,17,13,1.0,0.8020254,1.0,9,0.1547619104385376,0.05202537775039673,17.5
0.75,b=0.75,0.9523809552192688,18,14,1.0,0.81721425,1.0,9,0.2023809552192688,0.0672142505645752,19.5
0.75,b=0.75,0.9523809552192688,19,14,1.0,0.81721425,1.0,9,0.2023809552192688,0.0672142505645752,19.5
0.25,b=0.25,0.0476190485060215,0,0,0.0,0.18547773,0.0,10,-0.2023809514939785,-0.06452226638793945,1.5
0.25,b=0.25,0.0476190485060215,1,0,0.0,0.18547773,0.0,10,-0.2023809514939785,-0.06452226638793945,1.5
0.25,b=0.25,0.095238097012043,2,1,0.0,0.19207932,0.0,10,-0.154761902987957,-0.057920679450035095,3.5
0.25,b=0.25,0.095238097012043,3,1,0.0,0.19207932,0.0,10,-0.154761902987957,-0.057920679450035095,3.5
0.25,b=0.25,0.1428571492433548,4,2,0.0,0.19997747,0.0,10,-0.1071428507566452,-0.05002252757549286,5.5
0.25,b=0.25,0.1428571492433548,5,2,0.0,0.19997747,0.0,10,-0.1071428507566452,-0.05002252757549286,5.5
0.25,b=0.25,0.190476194024086,6,3,0.0,0.2150284,0.0,10,-0.059523805975914,-0.03497159481048584,7.5
0.25,b=0.25,0.190476194024086,7,3,0.0,0.2150284,0.0,10,-0.059523805975914,-0.03497159481048584,7.5
0.25,b=0.25,0.2380952388048172,8,4,0.0,0.23303863,0.0,10,-0.0119047611951828,-0.016961365938186646,9.5
0.25,b=0.25,0.2380952388048172,9,4,0.0,0.23303863,0.0,10,-0.0119047611951828,-0.016961365938186646,9.5
0.25,b=0.25,0.2857142984867096,10,5,1.0,0.252073,1.0,10,0.035714298486709595,0.0020729899406433105,11.0
0.25,b=0.25,0.3333333432674408,11,6,1.0,0.27211043,1.0,10,0.0833333432674408,0.022110432386398315,12.0
0.25,b=0.25,0.380952388048172,12,7,1.0,0.29311645,1.0,10,0.130952388048172,0.04311645030975342,13.0
0.25,b=0.25,0.4285714328289032,13,8,1.0,0.31504217,1.0,10,0.1785714328289032,0.0650421679019928,14.0
0.25,b=0.25,0.4761904776096344,14,9,1.0,0.33782423,1.0,10,0.2261904776096344,0.08782422542572021,15.0
0.25,b=0.25,0.523809552192688,15,10,1.0,0.36138454,1.0,10,0.273809552192688,0.11138454079627991,16.0
0.25,b=0.25,0.5714285969734192,16,11,1.0,0.38563102,1.0,10,0.3214285969734192,0.1356310248374939,17.0
0.25,b=0.25,0.6190476417541504,17,12,1.0,0.41045874,1.0,10,0.3690476417541504,0.1604587435722351,18.0
0.25,b=0.25,0.6666666865348816,18,13,1.0,0.4357512,1.0,10,0.4166666865348816,0.18575119972229004,19.0
0.25,b=0.25,0.7142857313156128,19,14,1.0,0.46138242,1.0,10,0.4642857313156128,0.2113824188709259,20.0
0.5,b=0.50,0.0476190485060215,0,0,0.0,0.26783365,0.0,10,-0.4523809514939785,-0.2321663498878479,1.0
0.5,b=0.50,0.095238097012043,1,1,0.0,0.28864044,0.0,10,-0.404761902987957,-0.21135956048965454,2.0
0.5,b=0.50,0.1428571492433548,2,2,0.0,0.3103784,0.0,10,-0.3571428507566452,-0.18962159752845764,3.0
0.5,b=0.50,0.190476194024086,3,3,0.0,0.33298713,0.0,10,-0.309523805975914,-0.16701287031173706,4.0
0.5,b=0.50,0.2380952388048172,4,4,0.0,0.35639164,0.0,10,-0.2619047611951828,-0.14360836148262024,5.0
0.5,b=0.50,0.2857142984867096,5,5,0.0,0.38050276,0.0,10,-0.2142857015132904,-0.11949723958969116,6.0
0.5,b=0.50,0.3333333432674408,6,6,0.0,0.40521806,0.0,10,-0.1666666567325592,-0.09478193521499634,7.0
0.5,b=0.50,0.380952388048172,7,7,0.0,0.43042332,0.0,10,-0.119047611951828,-0.0695766806602478,8.0
0.5,b=0.50,0.4285714328289032,8,8,0.0,0.45599446,0.0,10,-0.0714285671710968,-0.04400554299354553,9.0
0.5,b=0.50,0.4761904776096344,9,9,0.0,0.48179966,0.0,10,-0.0238095223903656,-0.018200337886810303,10.0
0.5,b=0.50,0.523809552192688,10,10,1.0,0.50770235,1.0,10,0.02380955219268799,0.007702350616455078,11.0
0.5,b=0.50,0.5714285969734192,11,11,1.0,0.5335638,1.0,10,0.07142859697341919,0.03356379270553589,12.0
0.5,b=0.50,0.6190476417541504,12,12,1.0,0.559246,1.0,10,0.11904764175415039,0.0592460036277771,13.0
0.5,b=0.50,0.6666666865348816,13,13,1.0,0.58461505,1.0,10,0.1666666865348816,0.08461505174636841,14.0
0.5,b=0.50,0.7142857313156128,14,14,1.0,0.6095434,1.0,10,0.2142857313156128,0.10954338312149048,15.0
0.5,b=0.50,0.761904776096344,15,15,1.0,0.6339125,1.0,10,0.261904776096344,0.13391250371932983,16.0
0.5,b=0.50,0.8095238208770752,16,16,1.0,0.657615,1.0,10,0.3095238208770752,0.15761500597000122,17.0
0.5,b=0.50,0.8571428656578064,17,17,1.0,0.68055624,1.0,10,0.3571428656578064,0.18055623769760132,18.0
0.5,b=0.50,0.9047619104385376,18,18,1.0,0.7026554,1.0,10,0.4047619104385376,0.2026553750038147,19.0
0.5,b=0.50,0.9523809552192688,19,19,1.0,0.723846,1.0,10,0.4523809552192688,0.22384601831436157,20.0
0.75,b=0.75,0.2857142984867096,0,0,0.0,0.5281594,0.0,10,-0.4642857015132904,-0.22184062004089355,1.0
0.75,b=0.75,0.3333333432674408,1,1,0.0,0.55389047,0.0,10,-0.4166666567325592,-0.19610953330993652,2.0
0.75,b=0.75,0.380952388048172,2,2,0.0,0.5793359,0.0,10,-0.369047611951828,-0.17066407203674316,3.0
0.75,b=0.75,0.4285714328289032,3,3,0.0,0.60436666,0.0,10,-0.3214285671710968,-0.14563333988189697,4.0
0.75,b=0.75,0.4761904776096344,4,4,0.0,0.6288621,0.0,10,-0.2738095223903656,-0.12113791704177856,5.0
0.75,b=0.75,0.523809552192688,5,5,0.0,0.6527125,0.0,10,-0.226190447807312,-0.09728747606277466,6.0
0.75,b=0.75,0.5714285969734192,6,6,0.0,0.6758203,0.0,10,-0.1785714030265808,-0.07417970895767212,7.0
0.75,b=0.75,0.6190476417541504,7,7,0.0,0.69810164,0.0,10,-0.1309523582458496,-0.05189836025238037,8.0
0.75,b=0.75,0.6666666865348816,8,8,0.0,0.7194873,0.0,10,-0.08333331346511841,-0.030512690544128418,9.0
0.75,b=0.75,0.7142857313156128,9,9,0.0,0.7399224,0.0,10,-0.03571426868438721,-0.010077595710754395,10.0
0.75,b=0.75,0.761904776096344,10,10,1.0,0.75936663,1.0,10,0.011904776096343994,0.009366631507873535,11.5
0.75,b=0.75,0.761904776096344,11,10,1.0,0.75936663,1.0,10,0.011904776096343994,0.009366631507873535,11.5
0.75,b=0.75,0.8095238208770752,12,11,1.0,0.7777939,1.0,10,0.059523820877075195,0.02779388427734375,13.5
0.75,b=0.75,0.8095238208770752,13,11,1.0,0.7777939,1.0,10,0.059523820877075195,0.02779388427734375,13.5
0.75,b=0.75,0.8571428656578064,14,12,1.0,0.79519045,1.0,10,0.1071428656578064,0.04519045352935791,15.5
0.75,b=0.75,0.8571428656578064,15,12,1.0,0.79519045,1.0,10,0.1071428656578064,0.04519045352935791,15.5
0.75,b=0.75,0.9047619104385376,16,13,1.0,0.81155515,1.0,10,0.1547619104385376,0.06155514717102051,17.5
0.75,b=0.75,0.9047619104385376,17,13,1.0,0.81155515,1.0,10,0.1547619104385376,0.06155514717102051,17.5
0.75,b=0.75,0.9523809552192688,18,14,1.0,0.8268968,1.0,10,0.2023809552192688,0.0768967866897583,19.5
0.75,b=0.75,0.9523809552192688,19,14,1.0,0.8268968,1.0,10,0.2023809552192688,0.0768967866897583,19.5
0.25,b=0.25,0.0476190485060215,0,0,0.0,0.16093735,0.0,11,-0.2023809514939785,-0.0890626460313797,1.5
0.25,b=0.25,0.0476190485060215,1,0,0.0,0.16093735,0.0,11,-0.2023809514939785,-0.0890626460313797,1.5
0.25,b=0.25,0.095238097012043,2,1,0.0,0.17182669,0.0,11,-0.154761902987957,-0.07817330956459045,3.5
0.25,b=0.25,0.095238097012043,3,1,0.0,0.17182669,0.0,11,-0.154761902987957,-0.07817330956459045,3.5
0.25,b=0.25,0.1428571492433548,4,2,0.0,0.18682848,0.0,11,-0.1071428507566452,-0.06317152082920074,5.5
0.25,b=0.25,0.1428571492433548,5,2,0.0,0.18682848,0.0,11,-0.1071428507566452,-0.06317152082920074,5.5
0.25,b=0.25,0.190476194024086,6,3,0.0,0.20281929,0.0,11,-0.059523805975914,-0.04718071222305298,7.5
0.25,b=0.25,0.190476194024086,7,3,0.0,0.20281929,0.0,11,-0.059523805975914,-0.04718071222305298,7.5
0.25,b=0.25,0.2380952388048172,8,4,0.0,0.2198088,0.0,11,-0.0119047611951828,-0.030191197991371155,9.5
0.25,b=0.25,0.2380952388048172,9,4,0.0,0.2198088,0.0,11,-0.0119047611951828,-0.030191197991371155,9.5
0.25,b=0.25,0.2857142984867096,10,5,1.0,0.23779692,0.0,11,0.035714298486709595,-0.01220308244228363,11.0
0.25,b=0.25,0.3333333432674408,11,6,1.0,0.25677267,1.0,11,0.0833333432674408,0.006772667169570923,12.0
0.25,b=0.25,0.380952388048172,12,7,1.0,0.27671286,1.0,11,0.130952388048172,0.026712864637374878,13.0
0.25,b=0.25,0.4285714328289032,13,8,1.0,0.29758158,1.0,11,0.1785714328289032,0.04758158326148987,14.0
0.25,b=0.25,0.4761904776096344,14,9,1.0,0.3193293,1.0,11,0.2261904776096344,0.06932929158210754,15.0
0.25,b=0.25,0.523809552192688,15,10,1.0,0.34189275,1.0,11,0.273809552192688,0.09189274907112122,16.0
0.25,b=0.25,0.5714285969734192,16,11,1.0,0.36519516,1.0,11,0.3214285969734192,0.11519515514373779,17.0
0.25,b=0.25,0.6190476417541504,17,12,1.0,0.38914663,1.0,11,0.3690476417541504,0.139146625995636,18.0
0.25,b=0.25,0.6666666865348816,18,13,1.0,0.41364542,1.0,11,0.4166666865348816,0.1636454164981842,19.0
0.25,b=0.25,0.7142857313156128,19,14,1.0,0.4385791,1.0,11,0.4642857313156128,0.18857911229133606,20.0
