blockN,stimVal,thisN,thisTrialN,thisRepN,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,new_block.started,block_start_text.started,block_start_resp.started,subj,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,val_C0F1,0,0,0,0,0,0,0,0.3019091250025667,,0.07118245799210854,0.3019091250025667,0.3019091250025667,,,,,,,,
