thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,one_coin.started,no_resp_text.stopped,one_coin.stopped,feedback.stopped,valence,correct,outcome,three_coin.started,three_coin.stopped,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,three_cross.started,three_cross.stopped,one_cross.started,one_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
15,15,0,6,2,flat_comp,224,3.3,0.26,1.0,0.028,flat,curv_flat,0.2,0.26,rew,pen,input_data/stims/Shape_3.30_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.1916208999973605,None,None,None,['right'],[1.1686429000001226],[None],up,1.7765784000002895,None,5,0,5,0,0,15,15,24,1445.1147552000002,,,,,,,,,1445.0989120999984,0.00059059999694,1446.1832647999981,1446.1840527999993,1446.1981312999997,1447.1981553000005,1447.1816350000008,1447.1820778000001,0.00045339999996940605,1448.617540299998,1448.6189019999983,1448.6316478000008,1448.6316478000008,1448.6316478000008,1448.6316478000008,1448.6316478000008,1448.6316478000008,1448.6316478000008,1450.4162892999993,"[0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.212, 0.22, 0.228, 0.236, 0.244, 0.252, 0.26, 0.268, 0.276, 0.284, 0.292, 0.3, 0.308, 0.316, 0.324]",None,None,['right'],[1.1686429000001226],[None],up,1.7765784000002895,None,1450.4166705999996,1450.4315742,1450.6815715000012,1450.665068899998,1450.665471100001,1450.6815715000012,1450.6815715000012,1451.6816025999979,1451.6816025999979,1451.6651318000004,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
16,16,0,6,2,flat_comp,203,1.3,-0.14,3.0,0.384,curv,flat_curv,-0.2,0.14,pen,rew,input_data/stims/Shape_1.30_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.1916208999973605,None,None,None,['right'],[1.3272560000004887],[0.04811369999879389],up,1.5832713000017975,None,5,0,5,0,0,16,16,3,1451.6816025999979,,,,,,,,,1451.6657706000005,0.0006386000022757798,1452.6495176999997,1452.649889799999,1452.665031299999,1453.6650000000009,1453.6484865999992,1453.6489220000003,0.00044499999785330147,1455.0339421999997,1455.0352089000007,1455.0489368999988,1455.0489368999988,1455.0489368999988,1455.0489368999988,1455.0489368999988,1455.0489368999988,1455.0489368999988,1456.649489899999,"[0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.384, 0.392, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4]",None,None,['right'],[1.3272560000004887],[0.04811369999879389],up,1.5832713000017975,None,1456.6498838000007,1456.6650898000007,1456.9152594000007,1456.8985939999984,1456.8989986999986,1456.9152594000007,,1457.9151173999999,,1457.8986293999988,rew,1,3,1456.9152594000007,1457.9151173999999,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
17,17,0,6,2,flat_comp,204,1.5,-0.1,3.0,0.052,curv,curv_flat,0.2,-0.1,pen,rew,input_data/stims/Shape_1.50_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.1916208999973605,None,None,None,['left'],[0.7181321000025491],[0.40000979999967967],up,1.1500316000019666,None,5,0,5,0,0,17,17,4,1457.9151173999999,,,,,,,,,1457.8992436000008,0.0006154000002425164,1458.9831553000004,1458.9835392999994,1458.9984880999982,1459.9985014999984,1459.9820154000008,1459.9824487000005,0.0004426000014063902,1461.4662675,1461.4675403,1461.4821475999997,1461.4821475999997,1461.4821475999997,1461.4821475999997,1461.4821475999997,1461.4821475999997,1461.4821475999997,1462.6496012999996,"[0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.14, -0.14, -0.14]",None,None,['left'],[0.7181321000025491],[0.40000979999967967],up,1.1500316000019666,None,1462.6500325999987,1462.6652547999984,1462.9152551000006,1462.898736799998,1462.8991347999981,1462.9152551000006,,1463.9152934000012,,1463.8988475000006,rew,1,3,1462.9152551000006,1463.9152934000012,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
18,18,0,6,2,flat_comp,215,2.5,0.1,3.0,0.304,curv,flat_curv,-0.2,-0.1,pen,rew,input_data/stims/Shape_2.50_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.1916208999973605,None,None,None,['left'],[1.171889299999748],[None],up,2.42786630000046,None,5,0,5,0,0,18,18,15,1463.9152934000012,,,,,,,,,1463.8994600000005,0.0006138999997347128,1464.8337786999982,1464.834297999998,1464.8486564999985,1465.8486678000008,1465.8321523000013,1465.832580899998,0.000436399997852277,1467.1178199999995,1467.1193047999986,1467.1323737999992,1467.1323737999992,1467.1323737999992,1467.1323737999992,1467.1323737999992,1467.1323737999992,1467.1323737999992,1469.5669130999995,"[0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.296, 0.288, 0.28, 0.272, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.256, -0.264, -0.272, -0.28, -0.288, -0.296, -0.304]",None,None,['left'],[1.171889299999748],[None],up,2.42786630000046,None,1469.5673282999996,1469.582121200001,1469.8321113999991,1469.8156254999994,1469.8160252999987,1469.8321113999991,,1470.8321388000004,,1470.8156692000011,rew,0,-1,,,,,,,,,,,,1469.8321113999991,1470.8321388000004,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
19,19,0,6,2,flat_comp,227,3.3,0.26,1.0,0.252,flat,flat_curv,-0.2,-0.26,rew,pen,input_data/stims/Shape_3.30_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.1916208999973605,None,None,None,"['left', 'left']","[1.4695958999982395, 2.5013125000004948]","[0.27171650000309455, None]",None,,,5,0,5,0,0,19,19,27,1470.8321388000004,,,,,,,,,1470.816278899998,0.0006091000032029115,1471.8005488999988,1471.8009577000012,1471.8174215,1472.8155345999985,1472.7990272999996,1472.7994872999989,0.0004707000007329043,1474.0839890999996,1474.085491599999,1474.0989155999996,1474.0989155999996,1474.0989155999996,1474.0989155999996,1474.0989155999996,1474.0989155999996,1474.0989155999996,1477.0834996999984,"[0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.244, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108]",None,None,"['left', 'left']","[1.4695958999982395, 2.5013125000004948]","[0.27171650000309455, None]",None,,,1477.084007999998,1477.0989807000005,1477.349000899998,1477.3325006000014,1477.3349430999988,1477.349000899998,,1478.3490378999995,,1478.3325340999982,pen,0,-3,,,1477.0989807000005,1477.0989807000005,1477.0989807000005,1477.0989807000005,1477.0989807000005,1477.0989807000005,1477.0989807000005,1477.349000899998,1478.3490378999995,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
20,20,0,6,2,flat_comp,217,2.7,0.14,3.0,0.008,curv,flat_curv,-0.2,-0.14,pen,rew,input_data/stims/Shape_2.70_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.1916208999973605,None,None,None,['right'],[0.8960359999982757],[None],up,1.1041230999981053,None,5,0,5,0,0,20,20,17,1478.3490378999995,,,,,,,,,1478.3331900000012,0.000652899998385692,1479.4174781000002,1479.4180191000014,1479.4323939999995,1480.4324065,1480.4159054999982,1480.4163335000012,0.00043650000225170515,1481.8003508000002,1481.8016642000002,1481.8161240000009,1481.8161240000009,1481.8161240000009,1481.8161240000009,1481.8161240000009,1481.8161240000009,1481.8161240000009,1482.9338475000004,"[0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12]",None,None,['right'],[0.8960359999982757],[None],up,1.1041230999981053,None,1482.9342193999983,1482.9492619000011,1483.1991831999985,1483.182656099998,1483.1835406999999,1483.1991831999985,,1484.199221499999,,1484.1827121999995,rew,1,3,1483.1991831999985,1484.199221499999,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
21,21,0,6,2,flat_comp,210,2.1,0.02,3.0,0.236,curv,curv_flat,0.2,0.02,pen,rew,input_data/stims/Shape_2.10_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.1916208999973605,None,None,None,['left'],[0.7620009000020218],[None],up,1.601983200001996,None,5,0,5,0,0,21,21,10,1484.199221499999,,,,,,,,,1484.1833331999987,0.0006213000015122816,1485.117992200001,1485.1184170999986,1485.1325606999999,1486.132572300001,1486.116059699998,1486.1164930999985,0.0004422999991220422,1487.5511963999998,1487.5530330000001,1487.5662598999988,1487.5662598999988,1487.5662598999988,1487.5662598999988,1487.5662598999988,1487.5662598999988,1487.5662598999988,1489.184215199999,"[0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.164, -0.172, -0.18]",None,None,['left'],[0.7620009000020218],[None],up,1.601983200001996,None,1489.1845955999997,1489.199349999999,1489.4493436000012,1489.4328137000011,1489.4332461999984,1489.4493436000012,,1490.449375100001,,1490.4328853000006,rew,1,3,1489.4493436000012,1490.449375100001,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
22,22,0,6,2,flat_comp,205,1.5,-0.1,3.0,0.008,curv,flat_curv,-0.2,0.1,pen,rew,input_data/stims/Shape_1.50_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.1916208999973605,None,None,None,['right'],[0.8843316000020423],[None],up,1.316279200000281,None,5,0,5,0,0,22,22,5,1490.449375100001,,,,,,,,,1490.433503199998,0.0006190000021888409,1491.4685672999985,1491.4690574000015,1491.482742799999,1492.4827546999986,1492.4662847,1492.466730199998,0.0004558000000542961,1493.9008065999988,1493.9020706999981,1493.915945599998,1493.915945599998,1493.915945599998,1493.915945599998,1493.915945599998,1493.915945599998,1493.915945599998,1495.2342952,"[0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216]",None,None,['right'],[0.8843316000020423],[None],up,1.316279200000281,None,1495.2347018,1495.2495242000005,1495.4995137000005,1495.483012599998,1495.4834115999984,1495.4995137000005,,1496.4995285000005,,1496.483057999998,rew,1,3,1495.4995137000005,1496.4995285000005,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
23,23,0,6,2,flat_comp,229,3.5,0.3,1.0,-0.072,flat,flat_curv,-0.2,-0.3,rew,pen,input_data/stims/Shape_3.50_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.1916208999973605,None,None,None,['left'],[0.5454514999983076],[None],up,1.0816668999977992,None,5,0,5,0,0,23,23,29,1496.4995285000005,,,,,,,,,1496.483647699999,0.0005902000011701602,1497.4180159999996,1497.4183758,1497.4329096000001,1498.4329202000008,1498.4163977999997,1498.416837599998,0.00044999999954598024,1499.7515311999996,1499.7528192999998,1499.766709200001,1499.766709200001,1499.766709200001,1499.766709200001,1499.766709200001,1499.766709200001,1499.766709200001,1500.8512295,"[-0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.256, -0.264, -0.272, -0.28, -0.288, -0.296, -0.304, -0.312, -0.32, -0.328, -0.336]",None,None,['left'],[0.5454514999983076],[None],up,1.0816668999977992,None,1500.8515955000003,1500.8664035000002,1501.1163462000004,1501.099811199998,1501.1002130999987,1501.1163462000004,1501.1163462000004,1502.1163739000003,1502.1163739000003,1502.0998680999983,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
24,24,0,6,2,flat_comp,209,1.9,-0.02,3.0,0.076,curv,flat_curv,-0.2,0.02,pen,rew,input_data/stims/Shape_1.90_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.1916208999973605,None,None,None,['right'],[1.219028999999864],[0.12008780000178376],up,1.5710527000010188,None,5,0,5,0,0,24,24,9,1502.1163739000003,,,,,,,,,1502.1004848999983,0.0006170999986352399,1503.1841490000006,1503.1845227000013,1503.1997330999984,1504.1997597000009,1504.1832410999996,1504.1836755000004,0.00044379999962984584,1505.5175148999988,1505.5188011999999,1505.5331353000001,1505.5331353000001,1505.5331353000001,1505.5331353000001,1505.5331353000001,1505.5331353000001,1505.5331353000001,1507.1173942999994,"[0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132]",None,None,['right'],[1.219028999999864],[0.12008780000178376],up,1.5710527000010188,None,1507.1177916999986,1507.1330660999993,1507.3830678000013,1507.3665952999982,1507.3670085999984,1507.3830678000013,,1508.383099300001,,1508.3665852000013,rew,1,3,1507.3830678000013,1508.383099300001,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
25,25,0,6,2,flat_comp,230,3.5,0.3,1.0,0.208,flat,curv_flat,0.2,0.3,rew,pen,input_data/stims/Shape_3.50_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.1916208999973605,None,None,None,['right'],[0.611580500000855],[0.4080634999991162],up,1.0437259000027552,None,5,0,5,0,0,25,25,30,1508.383099300001,,,,,,,,,1508.3672320000005,0.0006468999999924563,1509.401634400001,1509.4020084000003,1509.4167449999986,1510.4166003999999,1510.400517099999,1510.400974799999,0.00046780000047874637,1511.8851074999984,1511.8863544000014,1511.9005940999996,1511.9005940999996,1511.9005940999996,1511.9005940999996,1511.9005940999996,1511.9005940999996,1511.9005940999996,1512.9509844999993,"[0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.216, 0.224, 0.232, 0.24, 0.248, 0.256, 0.264, 0.272, 0.28, 0.288, 0.296, 0.304, 0.312, 0.32, 0.328, 0.336, 0.344, 0.352, 0.36, 0.368, 0.376, 0.384, 0.392, 0.4, 0.4, 0.4, 0.4]",None,None,['right'],[0.611580500000855],[0.4080634999991162],up,1.0437259000027552,None,1512.951365099998,1512.9666754999998,1513.2166687999998,1513.2001448999981,1513.2005468999996,1513.2166687999998,1513.2166687999998,1514.2167397999983,1514.2167397999983,1514.2002017999985,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
26,26,0,6,2,flat_comp,202,1.3,-0.14,3.0,0.352,curv,curv_flat,0.2,-0.14,pen,rew,input_data/stims/Shape_1.30_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.1916208999973605,None,None,None,['left'],[0.728977799997665],[None],up,1.3688699999984237,None,5,0,5,0,0,26,26,2,1514.2167397999983,,,,,,,,,1514.2008143999992,0.0006152999994810671,1515.1342917000002,1515.1346808999988,1515.150101799998,1516.1500965999985,1516.1335542999987,1516.1339819999994,0.0004372000003058929,1517.5694919999987,1517.5709618,1517.5832693999982,1517.5832693999982,1517.5832693999982,1517.5832693999982,1517.5832693999982,1517.5832693999982,1517.5832693999982,1518.9683019000004,"[0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.352, 0.344, 0.336, 0.328, 0.32, 0.312, 0.304, 0.296, 0.288, 0.28, 0.272, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032]",None,None,['left'],[0.728977799997665],[None],up,1.3688699999984237,None,1518.968673899999,1518.9834999999985,1519.233508199999,1519.2170426999983,1519.2174403999998,1519.233508199999,,1520.2335377999989,,1520.2170659000003,rew,1,3,1519.233508199999,1520.2335377999989,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
