block,div,thisN,thisTrialN,thisRepN,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,slider.response,slider.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,new_block.started,block_start_txt.started,block_start_resp.started,new_block.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,shape_stim.started,stim.started,stim.stopped,shape_stim.stopped,stim_pos,stim_file_pos,valence,task.started,img1.started,img2.started,divider_line.started,slider_line.started,slider.started,slider_resp.started,submit_resp.started,task.stopped,disp_order,disp_div,target_pos,anchor,positions,trials.slider.response,trials.slider.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,feedback.started,no_resp_text.started,Lcoin.started,Rcoin.started,Lcross.started,Rcross.started,feedback.stopped,correct,outcome,Mcoin.started,Mcross.started,end_block.started,block_end_text.started,end_block.stopped,block_outcome,block_bonus,subj,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 84
2,-0.2,36,0,36,return,39.60561275,,,,['left'],[0.47655433299951255],[0.35202116693835706],return,0.904395791,,0,1,1,1,36,0,36,0,591.025867,,,,,,,,,591.0196235,591.7878119,,592.7440359,-0.070517887,1.6,rew,593.110096,594.3110695,594.3110695,594.3110695,594.3110695,594.3110695,594.3110695,594.3110695,595.2350232,rew_pen,0.2,0.070517887,0.332413404,"[0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.332, 0.322, 0.312, 0.302, 0.292, 0.282, 0.272, 0.262, 0.252, 0.242, 0.232, 0.222, 0.212, 0.202, 0.192, 0.182, 0.172, 0.162, 0.152, 0.142, 0.132, 0.122, 0.122, 0.122, 0.122, 0.122, 0.122, 0.122]",,,['left'],[0.47655433299951255],[0.35202116693835706],return,0.904395791,,595.341909,595.3531075,595.3531075,595.3531075,,,596.7336514,1,2,,,,,,,,daria,2025-02-18_16h17.34.570,asymmetry_v8,2024.2.4,,2025-02-18 16h17.55.121932 -0500,
2,-0.2,37,0,37,return,39.60561275,,,,['left'],[0.5095492500113323],[0.22003974998369813],return,0.839752834,,0,1,1,1,37,0,37,0,596.8638461,,,,,,,,,596.8577663,597.7436833,599.0391159,598.7335108,0.083607308,2.4,rew,599.0324505,600.2770382,600.2770382,600.2770382,600.2770382,600.2770382,600.2770382,600.2770382,601.1342856,rew_pen,0.2,-0.083607308,0.243396289,"[0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.243, 0.233, 0.223, 0.213, 0.203, 0.193, 0.183, 0.173, 0.163, 0.153, 0.143, 0.133, 0.123, 0.113, 0.113, 0.113, 0.113, 0.113, 0.113, 0.113, 0.113, 0.113]",,,['left'],[0.5095492500113323],[0.22003974998369813],return,0.839752834,,601.2427603,601.2511509,601.2511509,601.2511509,,,602.6337001,1,2,,,,,,,,daria,2025-02-18_16h17.34.570,asymmetry_v8,2024.2.4,,2025-02-18 16h17.55.121932 -0500,
2,-0.2,38,0,38,return,39.60561275,,,,['left'],[0.5331029579974711],[0.6675263330107555],return,1.357635541,,0,1,1,1,38,0,38,0,602.7466749,,,,,,,,,602.7386745,603.6433574,604.9978637,604.6337111,-0.213115459,0.9,pen,604.9914122,606.1951719,606.1951719,606.1951719,606.1951719,606.1951719,606.1951719,606.1951719,607.5682439,pen_rew,-0.2,-0.213115459,0.186571715,"[0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.187, 0.177, 0.167, 0.157, 0.147, 0.137, 0.127, 0.117, 0.107, 0.097, 0.087, 0.077, 0.067, 0.057, 0.047, 0.037, 0.027, 0.017, 0.007, -0.003, -0.013, -0.023, -0.033, -0.043, -0.053, -0.063, -0.073, -0.083, -0.093, -0.103, -0.113, -0.123, -0.133, -0.143, -0.153, -0.163, -0.173, -0.183, -0.193, -0.203, -0.213, -0.213, -0.213, -0.213, -0.213, -0.213, -0.213, -0.213, -0.213, -0.213, -0.213, -0.213]",,,['left'],[0.5331029579974711],[0.6675263330107555],return,1.357635541,,607.6768468,607.6855825,,,,,609.0666032,1,1,607.6855825,,,,,,,daria,2025-02-18_16h17.34.570,asymmetry_v8,2024.2.4,,2025-02-18 16h17.55.121932 -0500,
2,-0.2,39,0,39,return,39.60561275,,,,['left'],[0.4429133749799803],[0.3676783749833703],return,1.069880375,,0,1,1,1,39,0,39,0,609.3530051,,,,,,,,,609.3466764,610.1222323,,611.0777833,-0.094786237,1.5,rew,611.4350392,612.6176941,612.6176941,612.6176941,612.6176941,612.6176941,612.6176941,612.6176941,613.7015492,rew_pen,0.2,0.094786237,0.350458602,"[0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35, 0.34, 0.33, 0.32, 0.31, 0.3, 0.29, 0.28, 0.27, 0.26, 0.25, 0.24, 0.23, 0.22, 0.21, 0.2, 0.19, 0.18, 0.17, 0.16, 0.15, 0.14, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13]",,,['left'],[0.4429133749799803],[0.3676783749833703],return,1.069880375,,613.81138,613.8201289,613.8201289,613.8201289,,,615.1998547,1,2,,,,,,,,daria,2025-02-18_16h17.34.570,asymmetry_v8,2024.2.4,,2025-02-18 16h17.55.121932 -0500,
2,-0.2,40,0,40,return,39.60561275,,,,['left'],[0.5033250830601901],[0.31210445798933506],return,0.910225291,,0,1,1,1,40,0,40,0,615.3296045,,,,,,,,,615.3233578,616.2110945,617.5067615,617.2001897,-0.066128478,1.7,rew,617.5001876,618.751286,618.751286,618.751286,618.751286,618.751286,618.751286,618.751286,619.6686186,rew_pen,0.2,0.066128478,0.29495438,"[0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.295, 0.285, 0.275, 0.265, 0.255, 0.245, 0.235, 0.225, 0.215, 0.205, 0.195, 0.185, 0.175, 0.165, 0.155, 0.145, 0.135, 0.125, 0.115, 0.105, 0.105, 0.105, 0.105, 0.105, 0.105, 0.105]",,,['left'],[0.5033250830601901],[0.31210445798933506],return,0.910225291,,619.7788288,619.7874201,619.7874201,619.7874201,,,621.1664714,1,2,,,,,,,,daria,2025-02-18_16h17.34.570,asymmetry_v8,2024.2.4,,2025-02-18 16h17.55.121932 -0500,
2,-0.2,41,0,41,return,39.60561275,,,,['left'],[0.5122852920321748],[0.4040270419791341],return,0.985196625,,0,1,1,1,41,0,41,0,621.4469546,,,,,,,,,621.4407474,622.2168591,,623.1776088,-0.374240196,0.1,pen,623.532248,624.739724,624.739724,624.739724,624.739724,624.739724,624.739724,624.739724,625.7351358,pen_rew,-0.2,-0.374240196,-0.022905472,"[-0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.023, -0.033, -0.043, -0.053, -0.063, -0.073, -0.083, -0.093, -0.103, -0.113, -0.123, -0.133, -0.143, -0.153, -0.163, -0.173, -0.183, -0.193, -0.203, -0.213, -0.223, -0.233, -0.243, -0.253, -0.263, -0.263, -0.263, -0.263, -0.263, -0.263]",,,['left'],[0.5122852920321748],[0.4040270419791341],return,0.985196625,,625.8446177,625.8527743,,,,,627.2331805,1,1,625.8527743,,,,,,,daria,2025-02-18_16h17.34.570,asymmetry_v8,2024.2.4,,2025-02-18 16h17.55.121932 -0500,
2,-0.2,42,0,42,return,39.60561275,,,,['left'],[0.49267100007273257],[0.7759261659812182],return,1.542802625,,0,1,1,1,42,0,42,0,627.4785762,,,,,,,,,627.4725615,628.278092,,629.2443457,-0.168263865,1.2,rew,629.5474827,630.7916081,630.7916081,630.7916081,630.7916081,630.7916081,630.7916081,630.7916081,632.353802,pen_rew,-0.2,-0.168263865,0.299478835,"[0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.299, 0.289, 0.279, 0.269, 0.259, 0.249, 0.239, 0.229, 0.219, 0.209, 0.199, 0.189, 0.179, 0.169, 0.159, 0.149, 0.139, 0.129, 0.119, 0.109, 0.099, 0.089, 0.079, 0.069, 0.059, 0.049, 0.039, 0.029, 0.019, 0.009, -0.001, -0.011, -0.021, -0.031, -0.041, -0.051, -0.061, -0.071, -0.081, -0.091, -0.101, -0.111, -0.121, -0.131, -0.141, -0.151, -0.151, -0.151, -0.151, -0.151, -0.151, -0.151, -0.151, -0.151, -0.151, -0.151, -0.151, -0.151, -0.151, -0.151, -0.151, -0.151, -0.151]",,,['left'],[0.49267100007273257],[0.7759261659812182],return,1.542802625,,632.5272144,632.5360336,632.5360336,632.5360336,,,633.8411462,1,2,,,,,,,,daria,2025-02-18_16h17.34.570,asymmetry_v8,2024.2.4,,2025-02-18 16h17.55.121932 -0500,
2,-0.2,43,0,43,return,39.60561275,,,,"['left', 'right']","[0.3483494590036571, 0.6421819590032101]","[0.15208445803727955, 0.41583066596649587]",return,1.275034042,,0,1,1,1,43,0,43,0,633.971644,,,,,,,,,633.9656708,634.8430699,636.2031172,635.833755,-0.322235229,0.4,pen,636.1962928,637.4002359,637.4002359,637.4002359,637.4002359,637.4002359,637.4002359,637.4002359,638.682957,rew_pen,0.2,0.322235229,0.074879165,"[0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.065, 0.055, 0.045, 0.035, 0.025, 0.015, 0.005, -0.005, -0.015, -0.015, -0.015, -0.015, -0.015, -0.015, -0.015, -0.015, -0.015, -0.005, 0.005, 0.015, 0.025, 0.035, 0.045, 0.055, 0.065, 0.075, 0.085, 0.095, 0.105, 0.115, 0.125, 0.135, 0.145, 0.155, 0.165, 0.175, 0.185, 0.195, 0.205, 0.215, 0.225, 0.235, 0.235, 0.235, 0.235, 0.235, 0.235, 0.235, 0.235, 0.235, 0.235, 0.235, 0.235, 0.235, 0.235, 0.235]",,,"['left', 'right']","[0.3483494590036571, 0.6421819590032101]","[0.15208445803727955, 0.41583066596649587]",return,1.275034042,,638.7932644,638.8013988,,,,,640.1669537,1,1,638.8013988,,,,,,,daria,2025-02-18_16h17.34.570,asymmetry_v8,2024.2.4,,2025-02-18 16h17.55.121932 -0500,
2,-0.2,44,0,44,return,39.60561275,,,,['left'],[0.668814625008963],[0.5359902500640601],return,1.232130833,,0,1,1,1,44,0,44,0,640.4549848,,,,,,,,,640.4488851,641.2098089,,642.1775138,-0.067401051,1.7,rew,642.544004,643.7419187,643.7419187,643.7419187,643.7419187,643.7419187,643.7419187,643.7419187,644.9814601,pen_rew,-0.2,-0.067401051,0.22089691,"[0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.221, 0.211, 0.201, 0.191, 0.181, 0.171, 0.161, 0.151, 0.141, 0.131, 0.121, 0.111, 0.101, 0.091, 0.081, 0.071, 0.061, 0.051, 0.041, 0.031, 0.021, 0.011, 0.001, -0.009, -0.019, -0.029, -0.039, -0.049, -0.059, -0.069, -0.079, -0.089, -0.099, -0.099, -0.099, -0.099]",,,['left'],[0.668814625008963],[0.5359902500640601],return,1.232130833,,645.0788685,645.0877173,645.0877173,645.0877173,,,646.4668716,1,2,,,,,,,,daria,2025-02-18_16h17.34.570,asymmetry_v8,2024.2.4,,2025-02-18 16h17.55.121932 -0500,
2,-0.2,45,0,45,return,39.60561275,,,,['left'],[0.4448737920029089],[0.4679514999734238],return,0.946647209,,0,1,1,1,45,0,45,0,646.7188359,,,,,,,,,646.7126853,647.5112063,,648.4781643,0.15659778,2.8,rew,648.8474083,650.039607,650.039607,650.039607,650.039607,650.039607,650.039607,650.039607,651.0023182,rew_pen,0.2,-0.15659778,0.170758158,"[0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.161, 0.151, 0.141, 0.131, 0.121, 0.111, 0.101, 0.091, 0.081, 0.071, 0.061, 0.051, 0.041, 0.031, 0.021, 0.011, 0.001, -0.009, -0.019, -0.029, -0.039, -0.049, -0.059, -0.069, -0.079, -0.089, -0.099, -0.109, -0.109, -0.109, -0.109]",,,['left'],[0.4448737920029089],[0.4679514999734238],return,0.946647209,,651.1126372,651.1212953,651.1212953,651.1212953,,,652.5006773,1,2,,,,,,,,daria,2025-02-18_16h17.34.570,asymmetry_v8,2024.2.4,,2025-02-18 16h17.55.121932 -0500,
2,-0.2,46,0,46,return,39.60561275,,,,['right'],[0.5579692079918459],[0.6840150830103084],return,1.321320875,,0,1,1,1,46,0,46,0,652.6295077,,,,,,,,,652.6234421,653.5115768,654.8047175,654.5002332,-0.19589715,1,rew,654.7979517,656.0516592,656.0516592,656.0516592,656.0516592,656.0516592,656.0516592,656.0516592,657.3834974,rew_pen,0.2,0.19589715,-0.153390248,"[-0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.153, -0.143, -0.133, -0.123, -0.113, -0.103, -0.093, -0.083, -0.073, -0.063, -0.053, -0.043, -0.033, -0.023, -0.013, -0.003, 0.007, 0.017, 0.027, 0.037, 0.047, 0.057, 0.067, 0.077, 0.087, 0.097, 0.107, 0.117, 0.127, 0.137, 0.147, 0.157, 0.167, 0.177, 0.187, 0.197, 0.207, 0.217, 0.227, 0.237, 0.247, 0.257, 0.257, 0.257, 0.257, 0.257, 0.257, 0.257]",,,['right'],[0.5579692079918459],[0.6840150830103084],return,1.321320875,,657.4926889,657.5011687,,,,,658.8751249,-1,-1,657.5011687,657.5011687,,,,,,daria,2025-02-18_16h17.34.570,asymmetry_v8,2024.2.4,,2025-02-18 16h17.55.121932 -0500,
