boundary,boundary_label,stim,stim_idx,unique_stim_idx,class,resp,class_pred,net_idx,stim_aligned,resp_aligned
0.25,b=0.25,0.0476190485060215,0,0,0.0,0.16980444,0.0,0,-0.2023809514939785,-0.08019556105136871
0.25,b=0.25,0.0476190485060215,1,0,0.0,0.16980444,0.0,0,-0.2023809514939785,-0.08019556105136871
0.25,b=0.25,0.095238097012043,2,1,0.0,0.18294068,0.0,0,-0.154761902987957,-0.06705932319164276
0.25,b=0.25,0.095238097012043,3,1,0.0,0.18294068,0.0,0,-0.154761902987957,-0.06705932319164276
0.25,b=0.25,0.1428571492433548,4,2,0.0,0.1968522,0.0,0,-0.1071428507566452,-0.05314779281616211
0.25,b=0.25,0.1428571492433548,5,2,0.0,0.1968522,0.0,0,-0.1071428507566452,-0.05314779281616211
0.25,b=0.25,0.190476194024086,6,3,0.0,0.21154772,0.0,0,-0.059523805975914,-0.038452282547950745
0.25,b=0.25,0.190476194024086,7,3,0.0,0.21154772,0.0,0,-0.059523805975914,-0.038452282547950745
0.25,b=0.25,0.2380952388048172,8,4,0.0,0.2270302,0.0,0,-0.0119047611951828,-0.022969797253608704
0.25,b=0.25,0.2380952388048172,9,4,0.0,0.2270302,0.0,0,-0.0119047611951828,-0.022969797253608704
0.25,b=0.25,0.2857142984867096,10,5,1.0,0.2432961,0.0,0,0.035714298486709595,-0.006703898310661316
0.25,b=0.25,0.3333333432674408,11,6,1.0,0.2603349,1.0,0,0.0833333432674408,0.010334908962249756
0.25,b=0.25,0.380952388048172,12,7,1.0,0.27812842,1.0,0,0.130952388048172,0.02812841534614563
0.25,b=0.25,0.4285714328289032,13,8,1.0,0.29665032,1.0,0,0.1785714328289032,0.046650320291519165
0.25,b=0.25,0.4761904776096344,14,9,1.0,0.315866,1.0,0,0.2261904776096344,0.06586599349975586
0.25,b=0.25,0.523809552192688,15,10,1.0,0.33573222,1.0,0,0.273809552192688,0.08573222160339355
0.25,b=0.25,0.5714285969734192,16,11,1.0,0.35619736,1.0,0,0.3214285969734192,0.10619735717773438
0.25,b=0.25,0.6190476417541504,17,12,1.0,0.37720162,1.0,0,0.3690476417541504,0.1272016167640686
0.25,b=0.25,0.6666666865348816,18,13,1.0,0.39867744,1.0,0,0.4166666865348816,0.14867743849754333
0.25,b=0.25,0.7142857313156128,19,14,1.0,0.42055032,1.0,0,0.4642857313156128,0.17055031657218933
0.5,b=0.50,0.0476190485060215,0,0,0.0,0.29182935,0.0,0,-0.4523809514939785,-0.20817065238952637
0.5,b=0.50,0.095238097012043,1,1,0.0,0.31087068,0.0,0,-0.404761902987957,-0.1891293227672577
0.5,b=0.50,0.1428571492433548,2,2,0.0,0.3305746,0.0,0,-0.3571428507566452,-0.16942539811134338
0.5,b=0.50,0.190476194024086,3,3,0.0,0.3508914,0.0,0,-0.309523805975914,-0.14910858869552612
0.5,b=0.50,0.2380952388048172,4,4,0.0,0.37176344,0.0,0,-0.2619047611951828,-0.1282365620136261
0.5,b=0.50,0.2857142984867096,5,5,0.0,0.39312515,0.0,0,-0.2142857015132904,-0.10687485337257385
0.5,b=0.50,0.3333333432674408,6,6,0.0,0.41490358,0.0,0,-0.1666666567325592,-0.08509641885757446
0.5,b=0.50,0.380952388048172,7,7,0.0,0.43701974,0.0,0,-0.119047611951828,-0.06298026442527771
0.5,b=0.50,0.4285714328289032,8,8,0.0,0.45938912,0.0,0,-0.0714285671710968,-0.04061087965965271
0.5,b=0.50,0.4761904776096344,9,9,0.0,0.48192343,0.0,0,-0.0238095223903656,-0.018076568841934204
0.5,b=0.50,0.523809552192688,10,10,1.0,0.5045315,1.0,0,0.02380955219268799,0.004531502723693848
0.5,b=0.50,0.5714285969734192,11,11,1.0,0.52712107,1.0,0,0.07142859697341919,0.02712106704711914
0.5,b=0.50,0.6190476417541504,12,12,1.0,0.5496001,1.0,0,0.11904764175415039,0.04960012435913086
0.5,b=0.50,0.6666666865348816,13,13,1.0,0.57187843,1.0,0,0.1666666865348816,0.07187843322753906
0.5,b=0.50,0.7142857313156128,14,14,1.0,0.59386915,1.0,0,0.2142857313156128,0.093869149684906
0.5,b=0.50,0.761904776096344,15,15,1.0,0.6154897,1.0,0,0.261904776096344,0.11548972129821777
0.5,b=0.50,0.8095238208770752,16,16,1.0,0.6366635,1.0,0,0.3095238208770752,0.1366634964942932
0.5,b=0.50,0.8571428656578064,17,17,1.0,0.65732044,1.0,0,0.3571428656578064,0.15732043981552124
0.5,b=0.50,0.9047619104385376,18,18,1.0,0.67739815,1.0,0,0.4047619104385376,0.17739814519882202
0.5,b=0.50,0.9523809552192688,19,19,1.0,0.696842,1.0,0,0.4523809552192688,0.1968420147895813
0.75,b=0.75,0.2857142984867096,0,0,0.0,0.5661851,0.0,0,-0.4642857015132904,-0.1838148832321167
0.75,b=0.75,0.3333333432674408,1,1,0.0,0.58825773,0.0,0,-0.4166666567325592,-0.16174226999282837
0.75,b=0.75,0.380952388048172,2,2,0.0,0.6099809,0.0,0,-0.369047611951828,-0.14001911878585815
0.75,b=0.75,0.4285714328289032,3,3,0.0,0.63127625,0.0,0,-0.3214285671710968,-0.11872375011444092
0.75,b=0.75,0.4761904776096344,4,4,0.0,0.6520722,0.0,0,-0.2738095223903656,-0.09792780876159668
0.75,b=0.75,0.523809552192688,5,5,0.0,0.672304,0.0,0,-0.226190447807312,-0.07769602537155151
0.75,b=0.75,0.5714285969734192,6,6,0.0,0.6919153,0.0,0,-0.1785714030265808,-0.058084726333618164
0.75,b=0.75,0.6190476417541504,7,7,0.0,0.7108576,0.0,0,-0.1309523582458496,-0.03914237022399902
0.75,b=0.75,0.6666666865348816,8,8,0.0,0.72909135,0.0,0,-0.08333331346511841,-0.020908653736114502
0.75,b=0.75,0.7142857313156128,9,9,0.0,0.7465851,0.0,0,-0.03571426868438721,-0.003414928913116455
0.75,b=0.75,0.761904776096344,10,10,1.0,0.76331586,1.0,0,0.011904776096343994,0.013315856456756592
0.75,b=0.75,0.761904776096344,11,10,1.0,0.76331586,1.0,0,0.011904776096343994,0.013315856456756592
0.75,b=0.75,0.8095238208770752,12,11,1.0,0.77642053,1.0,0,0.059523820877075195,0.026420533657073975
0.75,b=0.75,0.8095238208770752,13,11,1.0,0.77642053,1.0,0,0.059523820877075195,0.026420533657073975
0.75,b=0.75,0.8571428656578064,14,12,1.0,0.7845704,1.0,0,0.1071428656578064,0.034570395946502686
0.75,b=0.75,0.8571428656578064,15,12,1.0,0.7845704,1.0,0,0.1071428656578064,0.034570395946502686
0.75,b=0.75,0.9047619104385376,16,13,1.0,0.7924345,1.0,0,0.1547619104385376,0.042434513568878174
0.75,b=0.75,0.9047619104385376,17,13,1.0,0.7924345,1.0,0,0.1547619104385376,0.042434513568878174
0.75,b=0.75,0.9523809552192688,18,14,1.0,0.7970774,1.0,0,0.2023809552192688,0.04707741737365723
0.75,b=0.75,0.9523809552192688,19,14,1.0,0.7970774,1.0,0,0.2023809552192688,0.04707741737365723
0.25,b=0.25,0.0476190485060215,0,0,0.0,0.18437326,0.0,1,-0.2023809514939785,-0.06562674045562744
0.25,b=0.25,0.0476190485060215,1,0,0.0,0.18437326,0.0,1,-0.2023809514939785,-0.06562674045562744
0.25,b=0.25,0.095238097012043,2,1,0.0,0.18969738,0.0,1,-0.154761902987957,-0.06030261516571045
0.25,b=0.25,0.095238097012043,3,1,0.0,0.18969738,0.0,1,-0.154761902987957,-0.06030261516571045
0.25,b=0.25,0.1428571492433548,4,2,0.0,0.20155919,0.0,1,-0.1071428507566452,-0.04844081401824951
0.25,b=0.25,0.1428571492433548,5,2,0.0,0.20155919,0.0,1,-0.1071428507566452,-0.04844081401824951
0.25,b=0.25,0.190476194024086,6,3,0.0,0.2178008,0.0,1,-0.059523805975914,-0.032199203968048096
0.25,b=0.25,0.190476194024086,7,3,0.0,0.2178008,0.0,1,-0.059523805975914,-0.032199203968048096
0.25,b=0.25,0.2380952388048172,8,4,0.0,0.23496601,0.0,1,-0.0119047611951828,-0.015033990144729614
0.25,b=0.25,0.2380952388048172,9,4,0.0,0.23496601,0.0,1,-0.0119047611951828,-0.015033990144729614
0.25,b=0.25,0.2857142984867096,10,5,1.0,0.2530464,1.0,1,0.035714298486709595,0.003046393394470215
0.25,b=0.25,0.3333333432674408,11,6,1.0,0.27202335,1.0,1,0.0833333432674408,0.02202335000038147
0.25,b=0.25,0.380952388048172,12,7,1.0,0.29186738,1.0,1,0.130952388048172,0.04186737537384033
0.25,b=0.25,0.4285714328289032,13,8,1.0,0.31253752,1.0,1,0.1785714328289032,0.06253752112388611
0.25,b=0.25,0.4761904776096344,14,9,1.0,0.33398113,1.0,1,0.2261904776096344,0.08398112654685974
0.25,b=0.25,0.523809552192688,15,10,1.0,0.35613382,1.0,1,0.273809552192688,0.10613381862640381
0.25,b=0.25,0.5714285969734192,16,11,1.0,0.3789199,1.0,1,0.3214285969734192,0.12891989946365356
0.25,b=0.25,0.6190476417541504,17,12,1.0,0.40225306,1.0,1,0.3690476417541504,0.15225306153297424
0.25,b=0.25,0.6666666865348816,18,13,1.0,0.42603746,1.0,1,0.4166666865348816,0.17603746056556702
0.25,b=0.25,0.7142857313156128,19,14,1.0,0.45016903,1.0,1,0.4642857313156128,0.20016902685165405
0.5,b=0.50,0.0476190485060215,0,0,0.0,0.28063586,0.0,1,-0.4523809514939785,-0.21936413645744324
0.5,b=0.50,0.095238097012043,1,1,0.0,0.29947588,0.0,1,-0.404761902987957,-0.20052412152290344
0.5,b=0.50,0.1428571492433548,2,2,0.0,0.32044104,0.0,1,-0.3571428507566452,-0.17955896258354187
0.5,b=0.50,0.190476194024086,3,3,0.0,0.34215698,0.0,1,-0.309523805975914,-0.15784302353858948
0.5,b=0.50,0.2380952388048172,4,4,0.0,0.36455515,0.0,1,-0.2619047611951828,-0.13544484972953796
0.5,b=0.50,0.2857142984867096,5,5,0.0,0.38755572,0.0,1,-0.2142857015132904,-0.11244428157806396
0.5,b=0.50,0.3333333432674408,6,6,0.0,0.41106874,0.0,1,-0.1666666567325592,-0.08893126249313354
0.5,b=0.50,0.380952388048172,7,7,0.0,0.43499506,0.0,1,-0.119047611951828,-0.06500494480133057
0.5,b=0.50,0.4285714328289032,8,8,0.0,0.459228,0.0,1,-0.0714285671710968,-0.04077199101448059
0.5,b=0.50,0.4761904776096344,9,9,0.0,0.4836554,0.0,1,-0.0238095223903656,-0.01634460687637329
0.5,b=0.50,0.523809552192688,10,10,1.0,0.5081611,1.0,1,0.02380955219268799,0.00816112756729126
0.5,b=0.50,0.5714285969734192,11,11,1.0,0.5326277,1.0,1,0.07142859697341919,0.03262770175933838
0.5,b=0.50,0.6190476417541504,12,12,1.0,0.5569384,1.0,1,0.11904764175415039,0.05693840980529785
0.5,b=0.50,0.6666666865348816,13,13,1.0,0.5809794,1.0,1,0.1666666865348816,0.08097940683364868
0.5,b=0.50,0.7142857313156128,14,14,1.0,0.6046418,1.0,1,0.2142857313156128,0.10464179515838623
0.5,b=0.50,0.761904776096344,15,15,1.0,0.627824,1.0,1,0.261904776096344,0.12782400846481323
0.5,b=0.50,0.8095238208770752,16,16,1.0,0.6504329,1.0,1,0.3095238208770752,0.15043288469314575
0.5,b=0.50,0.8571428656578064,17,17,1.0,0.6723849,1.0,1,0.3571428656578064,0.17238491773605347
0.5,b=0.50,0.9047619104385376,18,18,1.0,0.6936078,1.0,1,0.4047619104385376,0.19360780715942383
0.5,b=0.50,0.9523809552192688,19,19,1.0,0.7140406,1.0,1,0.4523809552192688,0.2140405774116516
0.75,b=0.75,0.2857142984867096,0,0,0.0,0.5417113,0.0,1,-0.4642857015132904,-0.20828872919082642
0.75,b=0.75,0.3333333432674408,1,1,0.0,0.5659345,0.0,1,-0.4166666567325592,-0.18406552076339722
0.75,b=0.75,0.380952388048172,2,2,0.0,0.5898468,0.0,1,-0.369047611951828,-0.16015321016311646
0.75,b=0.75,0.4285714328289032,3,3,0.0,0.61334175,0.0,1,-0.3214285671710968,-0.13665825128555298
0.75,b=0.75,0.4761904776096344,4,4,0.0,0.6363207,0.0,1,-0.2738095223903656,-0.11367928981781006
0.75,b=0.75,0.523809552192688,5,5,0.0,0.658694,0.0,1,-0.226190447807312,-0.09130597114562988
0.75,b=0.75,0.5714285969734192,6,6,0.0,0.6803822,0.0,1,-0.1785714030265808,-0.06961780786514282
0.75,b=0.75,0.6190476417541504,7,7,0.0,0.70131713,0.0,1,-0.1309523582458496,-0.04868286848068237
0.75,b=0.75,0.6666666865348816,8,8,0.0,0.72144234,0.0,1,-0.08333331346511841,-0.028557658195495605
0.75,b=0.75,0.7142857313156128,9,9,0.0,0.74071276,0.0,1,-0.03571426868438721,-0.009287238121032715
0.75,b=0.75,0.761904776096344,10,10,1.0,0.75909525,1.0,1,0.011904776096343994,0.009095251560211182
0.75,b=0.75,0.761904776096344,11,10,1.0,0.75909525,1.0,1,0.011904776096343994,0.009095251560211182
0.75,b=0.75,0.8095238208770752,12,11,1.0,0.7765675,1.0,1,0.059523820877075195,0.026567518711090088
0.75,b=0.75,0.8095238208770752,13,11,1.0,0.7765675,1.0,1,0.059523820877075195,0.026567518711090088
0.75,b=0.75,0.8571428656578064,14,12,1.0,0.79311806,1.0,1,0.1071428656578064,0.043118059635162354
0.75,b=0.75,0.8571428656578064,15,12,1.0,0.79311806,1.0,1,0.1071428656578064,0.043118059635162354
0.75,b=0.75,0.9047619104385376,16,13,1.0,0.80874443,1.0,1,0.1547619104385376,0.05874443054199219
0.75,b=0.75,0.9047619104385376,17,13,1.0,0.80874443,1.0,1,0.1547619104385376,0.05874443054199219
0.75,b=0.75,0.9523809552192688,18,14,1.0,0.822989,1.0,1,0.2023809552192688,0.07298898696899414
0.75,b=0.75,0.9523809552192688,19,14,1.0,0.822989,1.0,1,0.2023809552192688,0.07298898696899414
0.25,b=0.25,0.0476190485060215,0,0,0.0,0.17621428,0.0,2,-0.2023809514939785,-0.07378572225570679
0.25,b=0.25,0.0476190485060215,1,0,0.0,0.17621428,0.0,2,-0.2023809514939785,-0.07378572225570679
0.25,b=0.25,0.095238097012043,2,1,0.0,0.18688369,0.0,2,-0.154761902987957,-0.06311631202697754
0.25,b=0.25,0.095238097012043,3,1,0.0,0.18688369,0.0,2,-0.154761902987957,-0.06311631202697754
0.25,b=0.25,0.1428571492433548,4,2,0.0,0.20106448,0.0,2,-0.1071428507566452,-0.04893551766872406
0.25,b=0.25,0.1428571492433548,5,2,0.0,0.20106448,0.0,2,-0.1071428507566452,-0.04893551766872406
0.25,b=0.25,0.190476194024086,6,3,0.0,0.21603534,0.0,2,-0.059523805975914,-0.03396466374397278
0.25,b=0.25,0.190476194024086,7,3,0.0,0.21603534,0.0,2,-0.059523805975914,-0.03396466374397278
0.25,b=0.25,0.2380952388048172,8,4,0.0,0.23179756,0.0,2,-0.0119047611951828,-0.018202438950538635
0.25,b=0.25,0.2380952388048172,9,4,0.0,0.23179756,0.0,2,-0.0119047611951828,-0.018202438950538635
0.25,b=0.25,0.2857142984867096,10,5,1.0,0.2483455,0.0,2,0.035714298486709595,-0.001654505729675293
0.25,b=0.25,0.3333333432674408,11,6,1.0,0.26566622,1.0,2,0.0833333432674408,0.015666216611862183
0.25,b=0.25,0.380952388048172,12,7,1.0,0.2848361,1.0,2,0.130952388048172,0.03483611345291138
0.25,b=0.25,0.4285714328289032,13,8,1.0,0.3051078,1.0,2,0.1785714328289032,0.05510780215263367
0.25,b=0.25,0.4761904776096344,14,9,1.0,0.32616434,1.0,2,0.2261904776096344,0.07616433501243591
0.25,b=0.25,0.523809552192688,15,10,1.0,0.34794635,1.0,2,0.273809552192688,0.09794634580612183
0.25,b=0.25,0.5714285969734192,16,11,1.0,0.37038347,1.0,2,0.3214285969734192,0.12038347125053406
0.25,b=0.25,0.6190476417541504,17,12,1.0,0.39339453,1.0,2,0.3690476417541504,0.14339452981948853
0.25,b=0.25,0.6666666865348816,18,13,1.0,0.41688854,1.0,2,0.4166666865348816,0.1668885350227356
0.25,b=0.25,0.7142857313156128,19,14,1.0,0.44076622,1.0,2,0.4642857313156128,0.19076621532440186
0.5,b=0.50,0.0476190485060215,0,0,0.0,0.28168565,0.0,2,-0.4523809514939785,-0.21831434965133667
0.5,b=0.50,0.095238097012043,1,1,0.0,0.30040234,0.0,2,-0.404761902987957,-0.19959765672683716
0.5,b=0.50,0.1428571492433548,2,2,0.0,0.319809,0.0,2,-0.3571428507566452,-0.1801910102367401
0.5,b=0.50,0.190476194024086,3,3,0.0,0.34042662,0.0,2,-0.309523805975914,-0.15957337617874146
0.5,b=0.50,0.2380952388048172,4,4,0.0,0.3626485,0.0,2,-0.2619047611951828,-0.13735151290893555
0.5,b=0.50,0.2857142984867096,5,5,0.0,0.38547322,0.0,2,-0.2142857015132904,-0.11452677845954895
0.5,b=0.50,0.3333333432674408,6,6,0.0,0.40881303,0.0,2,-0.1666666567325592,-0.09118697047233582
0.5,b=0.50,0.380952388048172,7,7,0.0,0.43257132,0.0,2,-0.119047611951828,-0.06742867827415466
0.5,b=0.50,0.4285714328289032,8,8,0.0,0.45664376,0.0,2,-0.0714285671710968,-0.043356239795684814
0.5,b=0.50,0.4761904776096344,9,9,0.0,0.48092052,0.0,2,-0.0238095223903656,-0.019079476594924927
0.5,b=0.50,0.523809552192688,10,10,1.0,0.50528765,1.0,2,0.02380955219268799,0.005287647247314453
0.5,b=0.50,0.5714285969734192,11,11,1.0,0.5296297,1.0,2,0.07142859697341919,0.02962970733642578
0.5,b=0.50,0.6190476417541504,12,12,1.0,0.5538316,1.0,2,0.11904764175415039,0.05383157730102539
0.5,b=0.50,0.6666666865348816,13,13,1.0,0.57778096,1.0,2,0.1666666865348816,0.07778096199035645
0.5,b=0.50,0.7142857313156128,14,14,1.0,0.60137004,1.0,2,0.2142857313156128,0.10137003660202026
0.5,b=0.50,0.761904776096344,15,15,1.0,0.62449783,1.0,2,0.261904776096344,0.12449783086776733
0.5,b=0.50,0.8095238208770752,16,16,1.0,0.6470711,1.0,2,0.3095238208770752,0.14707112312316895
0.5,b=0.50,0.8571428656578064,17,17,1.0,0.6690068,1.0,2,0.3571428656578064,0.1690068244934082
0.5,b=0.50,0.9047619104385376,18,18,1.0,0.6902317,1.0,2,0.4047619104385376,0.19023168087005615
0.5,b=0.50,0.9523809552192688,19,19,1.0,0.7106841,1.0,2,0.4523809552192688,0.21068412065505981
0.75,b=0.75,0.2857142984867096,0,0,0.0,0.54558533,0.0,2,-0.4642857015132904,-0.20441466569900513
0.75,b=0.75,0.3333333432674408,1,1,0.0,0.56963336,0.0,2,-0.4166666567325592,-0.1803666353225708
0.75,b=0.75,0.380952388048172,2,2,0.0,0.5933573,0.0,2,-0.369047611951828,-0.15664267539978027
0.75,b=0.75,0.4285714328289032,3,3,0.0,0.6166535,0.0,2,-0.3214285671710968,-0.13334649801254272
0.75,b=0.75,0.4761904776096344,4,4,0.0,0.6394262,0.0,2,-0.2738095223903656,-0.11057382822036743
0.75,b=0.75,0.523809552192688,5,5,0.0,0.66158855,0.0,2,-0.226190447807312,-0.08841145038604736
0.75,b=0.75,0.5714285969734192,6,6,0.0,0.6830638,0.0,2,-0.1785714030265808,-0.066936194896698
0.75,b=0.75,0.6190476417541504,7,7,0.0,0.7037864,0.0,2,-0.1309523582458496,-0.046213626861572266
0.75,b=0.75,0.6666666865348816,8,8,0.0,0.72370213,0.0,2,-0.08333331346511841,-0.02629786729812622
0.75,b=0.75,0.7142857313156128,9,9,0.0,0.7427683,0.0,2,-0.03571426868438721,-0.007231712341308594
0.75,b=0.75,0.761904776096344,10,10,1.0,0.7609533,1.0,2,0.011904776096343994,0.010953307151794434
0.75,b=0.75,0.761904776096344,11,10,1.0,0.7609533,1.0,2,0.011904776096343994,0.010953307151794434
0.75,b=0.75,0.8095238208770752,12,11,1.0,0.7782366,1.0,2,0.059523820877075195,0.02823662757873535
0.75,b=0.75,0.8095238208770752,13,11,1.0,0.7782366,1.0,2,0.059523820877075195,0.02823662757873535
0.75,b=0.75,0.8571428656578064,14,12,1.0,0.7946075,1.0,2,0.1071428656578064,0.04460752010345459
0.75,b=0.75,0.8571428656578064,15,12,1.0,0.7946075,1.0,2,0.1071428656578064,0.04460752010345459
0.75,b=0.75,0.9047619104385376,16,13,1.0,0.8076912,1.0,2,0.1547619104385376,0.057691216468811035
0.75,b=0.75,0.9047619104385376,17,13,1.0,0.8076912,1.0,2,0.1547619104385376,0.057691216468811035
0.75,b=0.75,0.9523809552192688,18,14,1.0,0.8155512,1.0,2,0.2023809552192688,0.06555122137069702
0.75,b=0.75,0.9523809552192688,19,14,1.0,0.8155512,1.0,2,0.2023809552192688,0.06555122137069702
0.25,b=0.25,0.0476190485060215,0,0,0.0,0.167074,0.0,3,-0.2023809514939785,-0.08292600512504578
0.25,b=0.25,0.0476190485060215,1,0,0.0,0.167074,0.0,3,-0.2023809514939785,-0.08292600512504578
0.25,b=0.25,0.095238097012043,2,1,0.0,0.18110679,0.0,3,-0.154761902987957,-0.06889320909976959
0.25,b=0.25,0.095238097012043,3,1,0.0,0.18110679,0.0,3,-0.154761902987957,-0.06889320909976959
0.25,b=0.25,0.1428571492433548,4,2,0.0,0.19604084,0.0,3,-0.1071428507566452,-0.053959161043167114
0.25,b=0.25,0.1428571492433548,5,2,0.0,0.19604084,0.0,3,-0.1071428507566452,-0.053959161043167114
