boundary,boundary_label,stim,stim_idx,unique_stim_idx,class,rep,resp,class_pred,net_idx,stim_aligned,resp_aligned
0.25,b=0.25,0.025,0,0,0.0,3,0.011153717,0.0,3,-0.225,-0.2388462834060192
0.25,b=0.25,0.025,1,0,0.0,9,0.011153717,0.0,3,-0.225,-0.2388462834060192
0.25,b=0.25,0.025,0,0,0.0,0,0.011153717,0.0,3,-0.225,-0.2388462834060192
0.25,b=0.25,0.025,0,0,0.0,1,0.011153717,0.0,3,-0.225,-0.2388462834060192
0.5,b=0.50,0.025,0,0,0.0,9,0.16439115,0.0,3,-0.475,-0.3356088548898697
0.5,b=0.50,0.025,0,0,0.0,3,0.16439115,0.0,3,-0.475,-0.3356088548898697
0.5,b=0.50,0.025,0,0,0.0,8,0.16439115,0.0,3,-0.475,-0.3356088548898697
0.75,b=0.75,0.27499999999999997,0,0,0.0,9,0.5390543,0.0,3,-0.47500000000000003,-0.210945725440979
0.75,b=0.75,0.27499999999999997,0,0,0.0,3,0.5390543,0.0,3,-0.47500000000000003,-0.210945725440979
0.75,b=0.75,0.27499999999999997,0,0,0.0,8,0.5390543,0.0,3,-0.47500000000000003,-0.210945725440979
0.25,b=0.25,0.075,3,1,0.0,0,0.0442944,0.0,3,-0.175,-0.20570560172200203
0.25,b=0.25,0.075,3,1,0.0,2,0.0442944,0.0,3,-0.175,-0.20570560172200203
0.25,b=0.25,0.075,2,1,0.0,3,0.0442944,0.0,3,-0.175,-0.20570560172200203
0.25,b=0.25,0.075,3,1,0.0,9,0.0442944,0.0,3,-0.175,-0.20570560172200203
0.25,b=0.25,0.075,2,1,0.0,0,0.0442944,0.0,3,-0.175,-0.20570560172200203
0.25,b=0.25,0.075,2,1,0.0,1,0.0442944,0.0,3,-0.175,-0.20570560172200203
0.5,b=0.50,0.075,1,1,0.0,9,0.1975318,0.0,3,-0.425,-0.3024681955575943
0.5,b=0.50,0.075,1,1,0.0,3,0.1975318,0.0,3,-0.425,-0.3024681955575943
0.5,b=0.50,0.075,1,1,0.0,8,0.1975318,0.0,3,-0.425,-0.3024681955575943
0.75,b=0.75,0.325,1,1,0.0,9,0.5769283,0.0,3,-0.425,-0.17307168245315552
0.75,b=0.75,0.325,1,1,0.0,3,0.5769283,0.0,3,-0.425,-0.17307168245315552
0.75,b=0.75,0.325,1,1,0.0,8,0.5769283,0.0,3,-0.425,-0.17307168245315552
0.25,b=0.25,0.125,5,2,0.0,0,0.077435076,0.0,3,-0.125,-0.17256492376327515
0.25,b=0.25,0.125,5,2,0.0,2,0.077435076,0.0,3,-0.125,-0.17256492376327515
0.25,b=0.25,0.125,4,2,0.0,3,0.077435076,0.0,3,-0.125,-0.17256492376327515
0.25,b=0.25,0.125,5,2,0.0,9,0.077435076,0.0,3,-0.125,-0.17256492376327515
0.25,b=0.25,0.125,4,2,0.0,0,0.077435076,0.0,3,-0.125,-0.17256492376327515
0.25,b=0.25,0.125,4,2,0.0,1,0.077435076,0.0,3,-0.125,-0.17256492376327515
0.5,b=0.50,0.125,2,2,0.0,9,0.23067248,0.0,3,-0.375,-0.2693275213241577
0.5,b=0.50,0.125,2,2,0.0,3,0.23067248,0.0,3,-0.375,-0.2693275213241577
0.5,b=0.50,0.125,2,2,0.0,8,0.23067248,0.0,3,-0.375,-0.2693275213241577
0.75,b=0.75,0.375,2,2,0.0,9,0.6148024,0.0,3,-0.375,-0.13519757986068726
0.75,b=0.75,0.375,2,2,0.0,3,0.6148024,0.0,3,-0.375,-0.13519757986068726
0.75,b=0.75,0.375,2,2,0.0,8,0.6148024,0.0,3,-0.375,-0.13519757986068726
0.25,b=0.25,0.175,7,3,0.0,0,0.11057573,0.0,3,-0.07500000000000001,-0.13942427188158035
0.25,b=0.25,0.175,7,3,0.0,2,0.11057573,0.0,3,-0.07500000000000001,-0.13942427188158035
0.25,b=0.25,0.175,6,3,0.0,3,0.11057573,0.0,3,-0.07500000000000001,-0.13942427188158035
0.25,b=0.25,0.175,7,3,0.0,9,0.11057573,0.0,3,-0.07500000000000001,-0.13942427188158035
0.25,b=0.25,0.175,6,3,0.0,0,0.11057573,0.0,3,-0.07500000000000001,-0.13942427188158035
0.25,b=0.25,0.175,6,3,0.0,1,0.11057573,0.0,3,-0.07500000000000001,-0.13942427188158035
0.5,b=0.50,0.175,3,3,0.0,9,0.26381317,0.0,3,-0.325,-0.23618683218955994
0.5,b=0.50,0.175,3,3,0.0,3,0.26381317,0.0,3,-0.325,-0.23618683218955994
0.5,b=0.50,0.175,3,3,0.0,8,0.26381317,0.0,3,-0.325,-0.23618683218955994
0.75,b=0.75,0.425,3,3,0.0,9,0.6526764,0.0,3,-0.325,-0.09732359647750854
0.75,b=0.75,0.425,3,3,0.0,3,0.6526764,0.0,3,-0.325,-0.09732359647750854
0.75,b=0.75,0.425,3,3,0.0,8,0.6526764,0.0,3,-0.325,-0.09732359647750854
0.25,b=0.25,0.22499999999999998,9,4,0.0,0,0.14371638,0.0,3,-0.025000000000000022,-0.10628361999988556
0.25,b=0.25,0.22499999999999998,9,4,0.0,2,0.14371638,0.0,3,-0.025000000000000022,-0.10628361999988556
0.25,b=0.25,0.22499999999999998,8,4,0.0,3,0.14371638,0.0,3,-0.025000000000000022,-0.10628361999988556
0.25,b=0.25,0.22499999999999998,9,4,0.0,9,0.14371638,0.0,3,-0.025000000000000022,-0.10628361999988556
0.25,b=0.25,0.22499999999999998,8,4,0.0,0,0.14371638,0.0,3,-0.025000000000000022,-0.10628361999988556
0.25,b=0.25,0.22499999999999998,8,4,0.0,1,0.14371638,0.0,3,-0.025000000000000022,-0.10628361999988556
0.5,b=0.50,0.22499999999999998,4,4,0.0,9,0.3017357,0.0,3,-0.275,-0.19826430082321167
0.5,b=0.50,0.22499999999999998,4,4,0.0,3,0.3017357,0.0,3,-0.275,-0.19826430082321167
0.5,b=0.50,0.22499999999999998,4,4,0.0,8,0.3017357,0.0,3,-0.275,-0.19826430082321167
0.75,b=0.75,0.475,4,4,0.0,9,0.6905505,0.0,3,-0.275,-0.05944949388504028
0.75,b=0.75,0.475,4,4,0.0,3,0.6905505,0.0,3,-0.275,-0.05944949388504028
0.75,b=0.75,0.475,4,4,0.0,8,0.6905505,0.0,3,-0.275,-0.05944949388504028
0.25,b=0.25,0.27499999999999997,10,5,1.0,9,0.17685705,0.0,3,0.024999999999999967,-0.07314294576644897
0.25,b=0.25,0.27499999999999997,10,5,1.0,3,0.17685705,0.0,3,0.024999999999999967,-0.07314294576644897
0.25,b=0.25,0.27499999999999997,10,5,1.0,8,0.17685705,0.0,3,0.024999999999999967,-0.07314294576644897
0.5,b=0.50,0.27499999999999997,5,5,0.0,9,0.34665072,0.0,3,-0.22500000000000003,-0.15334928035736084
0.5,b=0.50,0.27499999999999997,5,5,0.0,3,0.34665072,0.0,3,-0.22500000000000003,-0.15334928035736084
0.5,b=0.50,0.27499999999999997,5,5,0.0,8,0.34665072,0.0,3,-0.22500000000000003,-0.15334928035736084
0.75,b=0.75,0.5249999999999999,5,5,0.0,9,0.7284246,0.0,3,-0.2250000000000001,-0.02157539129257202
0.75,b=0.75,0.5249999999999999,5,5,0.0,3,0.7284246,0.0,3,-0.2250000000000001,-0.02157539129257202
0.75,b=0.75,0.5249999999999999,5,5,0.0,8,0.7284246,0.0,3,-0.2250000000000001,-0.02157539129257202
0.25,b=0.25,0.325,11,6,1.0,9,0.2099977,0.0,3,0.07500000000000001,-0.04000230133533478
0.25,b=0.25,0.325,11,6,1.0,3,0.2099977,0.0,3,0.07500000000000001,-0.04000230133533478
0.25,b=0.25,0.325,11,6,1.0,8,0.2099977,0.0,3,0.07500000000000001,-0.04000230133533478
0.5,b=0.50,0.325,6,6,0.0,9,0.39156568,0.0,3,-0.175,-0.10843431949615479
0.5,b=0.50,0.325,6,6,0.0,3,0.39156568,0.0,3,-0.175,-0.10843431949615479
0.5,b=0.50,0.325,6,6,0.0,8,0.39156568,0.0,3,-0.175,-0.10843431949615479
0.75,b=0.75,0.575,6,6,0.0,9,0.7604701,1.0,3,-0.17500000000000004,0.010470092296600342
0.75,b=0.75,0.575,6,6,0.0,3,0.7604701,1.0,3,-0.17500000000000004,0.010470092296600342
0.75,b=0.75,0.575,6,6,0.0,8,0.7604701,1.0,3,-0.17500000000000004,0.010470092296600342
0.25,b=0.25,0.375,12,7,1.0,9,0.24313842,0.0,3,0.125,-0.006861582398414612
0.25,b=0.25,0.375,12,7,1.0,3,0.24313842,0.0,3,0.125,-0.006861582398414612
0.25,b=0.25,0.375,12,7,1.0,8,0.24313842,0.0,3,0.125,-0.006861582398414612
0.5,b=0.50,0.375,7,7,0.0,9,0.4364807,0.0,3,-0.125,-0.06351929903030396
0.5,b=0.50,0.375,7,7,0.0,3,0.4364807,0.0,3,-0.125,-0.06351929903030396
0.5,b=0.50,0.375,7,7,0.0,8,0.4364807,0.0,3,-0.125,-0.06351929903030396
0.75,b=0.75,0.625,7,7,0.0,9,0.78881127,1.0,3,-0.125,0.03881126642227173
0.75,b=0.75,0.625,7,7,0.0,3,0.78881127,1.0,3,-0.125,0.03881126642227173
0.75,b=0.75,0.625,7,7,0.0,8,0.78881127,1.0,3,-0.125,0.03881126642227173
0.25,b=0.25,0.425,13,8,1.0,9,0.2762791,1.0,3,0.175,0.026279091835021973
0.25,b=0.25,0.425,13,8,1.0,3,0.2762791,1.0,3,0.175,0.026279091835021973
0.25,b=0.25,0.425,13,8,1.0,8,0.2762791,1.0,3,0.175,0.026279091835021973
0.5,b=0.50,0.425,8,8,0.0,9,0.47627652,0.0,3,-0.07500000000000001,-0.023723483085632324
0.5,b=0.50,0.425,8,8,0.0,3,0.47627652,0.0,3,-0.07500000000000001,-0.023723483085632324
0.5,b=0.50,0.425,8,8,0.0,8,0.47627652,0.0,3,-0.07500000000000001,-0.023723483085632324
0.75,b=0.75,0.6749999999999999,8,8,0.0,9,0.8163295,1.0,3,-0.07500000000000007,0.0663294792175293
0.75,b=0.75,0.6749999999999999,8,8,0.0,3,0.8163295,1.0,3,-0.07500000000000007,0.0663294792175293
0.75,b=0.75,0.6749999999999999,8,8,0.0,8,0.8163295,1.0,3,-0.07500000000000007,0.0663294792175293
0.25,b=0.25,0.475,14,9,1.0,9,0.30941975,1.0,3,0.22499999999999998,0.05941975116729736
0.25,b=0.25,0.475,14,9,1.0,3,0.30941975,1.0,3,0.22499999999999998,0.05941975116729736
0.25,b=0.25,0.475,14,9,1.0,8,0.30941975,1.0,3,0.22499999999999998,0.05941975116729736
0.5,b=0.50,0.475,9,9,0.0,9,0.51415056,1.0,3,-0.025000000000000022,0.014150559902191162
0.5,b=0.50,0.475,9,9,0.0,3,0.51415056,1.0,3,-0.025000000000000022,0.014150559902191162
0.5,b=0.50,0.475,9,9,0.0,8,0.51415056,1.0,3,-0.025000000000000022,0.014150559902191162
0.75,b=0.75,0.725,9,9,0.0,9,0.84375113,1.0,3,-0.025000000000000022,0.09375113248825073
0.75,b=0.75,0.725,9,9,0.0,3,0.84375113,1.0,3,-0.025000000000000022,0.09375113248825073
0.75,b=0.75,0.725,9,9,0.0,8,0.84375113,1.0,3,-0.025000000000000022,0.09375113248825073
0.25,b=0.25,0.5249999999999999,15,10,1.0,9,0.35353237,1.0,3,0.2749999999999999,0.10353237390518188
0.25,b=0.25,0.5249999999999999,15,10,1.0,3,0.35353237,1.0,3,0.2749999999999999,0.10353237390518188
0.25,b=0.25,0.5249999999999999,15,10,1.0,8,0.35353237,1.0,3,0.2749999999999999,0.10353237390518188
0.5,b=0.50,0.5249999999999999,10,10,1.0,9,0.55202454,1.0,3,0.02499999999999991,0.05202454328536987
0.5,b=0.50,0.5249999999999999,10,10,1.0,3,0.55202454,1.0,3,0.02499999999999991,0.05202454328536987
0.5,b=0.50,0.5249999999999999,10,10,1.0,8,0.55202454,1.0,3,0.02499999999999991,0.05202454328536987
0.75,b=0.75,0.7749999999999999,11,10,1.0,0,0.8711727,1.0,3,0.02499999999999991,0.12117272615432739
0.75,b=0.75,0.7749999999999999,11,10,1.0,2,0.8711727,1.0,3,0.02499999999999991,0.12117272615432739
0.75,b=0.75,0.7749999999999999,10,10,1.0,3,0.8711727,1.0,3,0.02499999999999991,0.12117272615432739
0.75,b=0.75,0.7749999999999999,11,10,1.0,9,0.8711727,1.0,3,0.02499999999999991,0.12117272615432739
0.75,b=0.75,0.7749999999999999,10,10,1.0,0,0.8711727,1.0,3,0.02499999999999991,0.12117272615432739
0.75,b=0.75,0.7749999999999999,10,10,1.0,1,0.8711727,1.0,3,0.02499999999999991,0.12117272615432739
0.25,b=0.25,0.575,16,11,1.0,9,0.3984474,1.0,3,0.32499999999999996,0.14844739437103271
0.25,b=0.25,0.575,16,11,1.0,3,0.3984474,1.0,3,0.32499999999999996,0.14844739437103271
0.25,b=0.25,0.575,16,11,1.0,8,0.3984474,1.0,3,0.32499999999999996,0.14844739437103271
0.5,b=0.50,0.575,11,11,1.0,9,0.5898987,1.0,3,0.07499999999999996,0.08989870548248291
0.5,b=0.50,0.575,11,11,1.0,3,0.5898987,1.0,3,0.07499999999999996,0.08989870548248291
0.5,b=0.50,0.575,11,11,1.0,8,0.5898987,1.0,3,0.07499999999999996,0.08989870548248291
0.75,b=0.75,0.825,13,11,1.0,0,0.8985944,1.0,3,0.07499999999999996,0.14859437942504883
0.75,b=0.75,0.825,13,11,1.0,2,0.8985944,1.0,3,0.07499999999999996,0.14859437942504883
0.75,b=0.75,0.825,12,11,1.0,3,0.8985944,1.0,3,0.07499999999999996,0.14859437942504883
0.75,b=0.75,0.825,13,11,1.0,9,0.8985944,1.0,3,0.07499999999999996,0.14859437942504883
0.75,b=0.75,0.825,12,11,1.0,0,0.8985944,1.0,3,0.07499999999999996,0.14859437942504883
0.75,b=0.75,0.825,12,11,1.0,1,0.8985944,1.0,3,0.07499999999999996,0.14859437942504883
0.25,b=0.25,0.625,17,12,1.0,9,0.44336244,1.0,3,0.375,0.19336244463920593
0.25,b=0.25,0.625,17,12,1.0,3,0.44336244,1.0,3,0.375,0.19336244463920593
0.25,b=0.25,0.625,17,12,1.0,8,0.44336244,1.0,3,0.375,0.19336244463920593
0.5,b=0.50,0.625,12,12,1.0,9,0.62777275,1.0,3,0.125,0.1277727484703064
0.5,b=0.50,0.625,12,12,1.0,3,0.62777275,1.0,3,0.125,0.1277727484703064
0.5,b=0.50,0.625,12,12,1.0,8,0.62777275,1.0,3,0.125,0.1277727484703064
0.75,b=0.75,0.875,15,12,1.0,0,0.9260161,1.0,3,0.125,0.17601609230041504
0.75,b=0.75,0.875,15,12,1.0,2,0.9260161,1.0,3,0.125,0.17601609230041504
0.75,b=0.75,0.875,14,12,1.0,3,0.9260161,1.0,3,0.125,0.17601609230041504
0.75,b=0.75,0.875,15,12,1.0,9,0.9260161,1.0,3,0.125,0.17601609230041504
0.75,b=0.75,0.875,14,12,1.0,0,0.9260161,1.0,3,0.125,0.17601609230041504
0.75,b=0.75,0.875,14,12,1.0,1,0.9260161,1.0,3,0.125,0.17601609230041504
0.25,b=0.25,0.6749999999999999,18,13,1.0,9,0.48827747,1.0,3,0.42499999999999993,0.23827746510505676
0.25,b=0.25,0.6749999999999999,18,13,1.0,3,0.48827747,1.0,3,0.42499999999999993,0.23827746510505676
0.25,b=0.25,0.6749999999999999,18,13,1.0,8,0.48827747,1.0,3,0.42499999999999993,0.23827746510505676
0.5,b=0.50,0.6749999999999999,13,13,1.0,9,0.6656468,1.0,3,0.17499999999999993,0.16564679145812988
0.5,b=0.50,0.6749999999999999,13,13,1.0,3,0.6656468,1.0,3,0.17499999999999993,0.16564679145812988
0.5,b=0.50,0.6749999999999999,13,13,1.0,8,0.6656468,1.0,3,0.17499999999999993,0.16564679145812988
0.75,b=0.75,0.9249999999999999,17,13,1.0,0,0.95343775,1.0,3,0.17499999999999993,0.20343774557113647
0.75,b=0.75,0.9249999999999999,17,13,1.0,2,0.95343775,1.0,3,0.17499999999999993,0.20343774557113647
0.75,b=0.75,0.9249999999999999,16,13,1.0,3,0.95343775,1.0,3,0.17499999999999993,0.20343774557113647
0.75,b=0.75,0.9249999999999999,17,13,1.0,9,0.95343775,1.0,3,0.17499999999999993,0.20343774557113647
0.75,b=0.75,0.9249999999999999,16,13,1.0,0,0.95343775,1.0,3,0.17499999999999993,0.20343774557113647
0.75,b=0.75,0.9249999999999999,16,13,1.0,1,0.95343775,1.0,3,0.17499999999999993,0.20343774557113647
0.25,b=0.25,0.725,19,14,1.0,9,0.5271209,1.0,3,0.475,0.2771208882331848
0.25,b=0.25,0.725,19,14,1.0,3,0.5271209,1.0,3,0.475,0.2771208882331848
0.25,b=0.25,0.725,19,14,1.0,8,0.5271209,1.0,3,0.475,0.2771208882331848
0.5,b=0.50,0.725,14,14,1.0,9,0.70011723,1.0,3,0.22499999999999998,0.20011723041534424
0.5,b=0.50,0.725,14,14,1.0,3,0.70011723,1.0,3,0.22499999999999998,0.20011723041534424
0.5,b=0.50,0.725,14,14,1.0,8,0.70011723,1.0,3,0.22499999999999998,0.20011723041534424
0.75,b=0.75,0.975,19,14,1.0,0,0.9808593,1.0,3,0.22499999999999998,0.23085927963256836
0.75,b=0.75,0.975,19,14,1.0,2,0.9808593,1.0,3,0.22499999999999998,0.23085927963256836
0.75,b=0.75,0.975,18,14,1.0,3,0.9808593,1.0,3,0.22499999999999998,0.23085927963256836
0.75,b=0.75,0.975,19,14,1.0,9,0.9808593,1.0,3,0.22499999999999998,0.23085927963256836
0.75,b=0.75,0.975,18,14,1.0,0,0.9808593,1.0,3,0.22499999999999998,0.23085927963256836
0.75,b=0.75,0.975,18,14,1.0,1,0.9808593,1.0,3,0.22499999999999998,0.23085927963256836
0.5,b=0.50,0.7749999999999999,15,15,1.0,9,0.72845834,1.0,3,0.2749999999999999,0.22845834493637085
0.5,b=0.50,0.7749999999999999,15,15,1.0,3,0.72845834,1.0,3,0.2749999999999999,0.22845834493637085
0.5,b=0.50,0.7749999999999999,15,15,1.0,8,0.72845834,1.0,3,0.2749999999999999,0.22845834493637085
0.5,b=0.50,0.825,16,16,1.0,9,0.75679964,1.0,3,0.32499999999999996,0.2567996382713318
0.5,b=0.50,0.825,16,16,1.0,3,0.75679964,1.0,3,0.32499999999999996,0.2567996382713318
0.5,b=0.50,0.825,16,16,1.0,8,0.75679964,1.0,3,0.32499999999999996,0.2567996382713318
0.5,b=0.50,0.875,17,17,1.0,9,0.7851408,1.0,3,0.375,0.2851408123970032
0.5,b=0.50,0.875,17,17,1.0,3,0.7851408,1.0,3,0.375,0.2851408123970032
0.5,b=0.50,0.875,17,17,1.0,8,0.7851408,1.0,3,0.375,0.2851408123970032
0.5,b=0.50,0.9249999999999999,18,18,1.0,9,0.81348205,1.0,3,0.42499999999999993,0.31348204612731934
0.5,b=0.50,0.9249999999999999,18,18,1.0,3,0.81348205,1.0,3,0.42499999999999993,0.31348204612731934
0.5,b=0.50,0.9249999999999999,18,18,1.0,8,0.81348205,1.0,3,0.42499999999999993,0.31348204612731934
0.5,b=0.50,0.975,19,19,1.0,9,0.84182334,1.0,3,0.475,0.3418233394622803
0.5,b=0.50,0.975,19,19,1.0,3,0.84182334,1.0,3,0.475,0.3418233394622803
0.5,b=0.50,0.975,19,19,1.0,8,0.84182334,1.0,3,0.475,0.3418233394622803
0.25,b=0.25,0.025,1,0,0.0,0,0.030539513,0.0,4,-0.225,-0.21946048736572266
0.25,b=0.25,0.025,1,0,0.0,2,0.030539513,0.0,4,-0.225,-0.21946048736572266
0.25,b=0.25,0.025,0,0,0.0,3,0.030539513,0.0,4,-0.225,-0.21946048736572266
0.25,b=0.25,0.025,1,0,0.0,9,0.030539513,0.0,4,-0.225,-0.21946048736572266
0.25,b=0.25,0.025,0,0,0.0,0,0.030539513,0.0,4,-0.225,-0.21946048736572266
0.25,b=0.25,0.025,0,0,0.0,1,0.030539513,0.0,4,-0.225,-0.21946048736572266
0.5,b=0.50,0.025,0,0,0.0,9,0.15214285,0.0,4,-0.475,-0.34785714745521545
0.5,b=0.50,0.025,0,0,0.0,3,0.15214285,0.0,4,-0.475,-0.34785714745521545
0.5,b=0.50,0.025,0,0,0.0,8,0.15214285,0.0,4,-0.475,-0.34785714745521545
0.75,b=0.75,0.27499999999999997,0,0,0.0,9,0.4482671,0.0,4,-0.47500000000000003,-0.3017328977584839
0.75,b=0.75,0.27499999999999997,0,0,0.0,3,0.4482671,0.0,4,-0.47500000000000003,-0.3017328977584839
0.75,b=0.75,0.27499999999999997,0,0,0.0,8,0.4482671,0.0,4,-0.47500000000000003,-0.3017328977584839
0.25,b=0.25,0.075,3,1,0.0,0,0.057463482,0.0,4,-0.175,-0.19253651797771454
0.25,b=0.25,0.075,3,1,0.0,2,0.057463482,0.0,4,-0.175,-0.19253651797771454
0.25,b=0.25,0.075,2,1,0.0,3,0.057463482,0.0,4,-0.175,-0.19253651797771454
0.25,b=0.25,0.075,3,1,0.0,9,0.057463482,0.0,4,-0.175,-0.19253651797771454
0.25,b=0.25,0.075,2,1,0.0,0,0.057463482,0.0,4,-0.175,-0.19253651797771454
0.25,b=0.25,0.075,2,1,0.0,1,0.057463482,0.0,4,-0.175,-0.19253651797771454
0.5,b=0.50,0.075,1,1,0.0,9,0.17906678,0.0,4,-0.425,-0.3209332227706909
0.5,b=0.50,0.075,1,1,0.0,3,0.17906678,0.0,4,-0.425,-0.3209332227706909
0.5,b=0.50,0.075,1,1,0.0,8,0.17906678,0.0,4,-0.425,-0.3209332227706909
0.75,b=0.75,0.325,1,1,0.0,9,0.49158436,0.0,4,-0.425,-0.2584156394004822
0.75,b=0.75,0.325,1,1,0.0,3,0.49158436,0.0,4,-0.425,-0.2584156394004822
0.75,b=0.75,0.325,1,1,0.0,8,0.49158436,0.0,4,-0.425,-0.2584156394004822
0.25,b=0.25,0.125,5,2,0.0,0,0.08438742,0.0,4,-0.125,-0.1656125783920288
0.25,b=0.25,0.125,5,2,0.0,2,0.08438742,0.0,4,-0.125,-0.1656125783920288
0.25,b=0.25,0.125,4,2,0.0,3,0.08438742,0.0,4,-0.125,-0.1656125783920288
0.25,b=0.25,0.125,5,2,0.0,9,0.08438742,0.0,4,-0.125,-0.1656125783920288
0.25,b=0.25,0.125,4,2,0.0,0,0.08438742,0.0,4,-0.125,-0.1656125783920288
0.25,b=0.25,0.125,4,2,0.0,1,0.08438742,0.0,4,-0.125,-0.1656125783920288
0.5,b=0.50,0.125,2,2,0.0,9,0.20599079,0.0,4,-0.375,-0.2940092086791992
0.5,b=0.50,0.125,2,2,0.0,3,0.20599079,0.0,4,-0.375,-0.2940092086791992
0.5,b=0.50,0.125,2,2,0.0,8,0.20599079,0.0,4,-0.375,-0.2940092086791992
0.75,b=0.75,0.375,2,2,0.0,9,0.533131,0.0,4,-0.375,-0.21686899662017822
0.75,b=0.75,0.375,2,2,0.0,3,0.533131,0.0,4,-0.375,-0.21686899662017822
0.75,b=0.75,0.375,2,2,0.0,8,0.533131,0.0,4,-0.375,-0.21686899662017822
0.25,b=0.25,0.175,7,3,0.0,0,0.12699574,0.0,4,-0.07500000000000001,-0.1230042576789856
0.25,b=0.25,0.175,7,3,0.0,2,0.12699574,0.0,4,-0.07500000000000001,-0.1230042576789856
0.25,b=0.25,0.175,6,3,0.0,3,0.12699574,0.0,4,-0.07500000000000001,-0.1230042576789856
0.25,b=0.25,0.175,7,3,0.0,9,0.12699574,0.0,4,-0.07500000000000001,-0.1230042576789856
0.25,b=0.25,0.175,6,3,0.0,0,0.12699574,0.0,4,-0.07500000000000001,-0.1230042576789856
0.25,b=0.25,0.175,6,3,0.0,1,0.12699574,0.0,4,-0.07500000000000001,-0.1230042576789856
0.5,b=0.50,0.175,3,3,0.0,9,0.24431416,0.0,4,-0.325,-0.25568583607673645
0.5,b=0.50,0.175,3,3,0.0,3,0.24431416,0.0,4,-0.325,-0.25568583607673645
0.5,b=0.50,0.175,3,3,0.0,8,0.24431416,0.0,4,-0.325,-0.25568583607673645
0.75,b=0.75,0.425,3,3,0.0,9,0.5711887,0.0,4,-0.325,-0.17881131172180176
0.75,b=0.75,0.425,3,3,0.0,3,0.5711887,0.0,4,-0.325,-0.17881131172180176
0.75,b=0.75,0.425,3,3,0.0,8,0.5711887,0.0,4,-0.325,-0.17881131172180176
0.25,b=0.25,0.22499999999999998,9,4,0.0,0,0.170313,0.0,4,-0.025000000000000022,-0.07968699932098389
0.25,b=0.25,0.22499999999999998,9,4,0.0,2,0.170313,0.0,4,-0.025000000000000022,-0.07968699932098389
0.25,b=0.25,0.22499999999999998,8,4,0.0,3,0.170313,0.0,4,-0.025000000000000022,-0.07968699932098389
0.25,b=0.25,0.22499999999999998,9,4,0.0,9,0.170313,0.0,4,-0.025000000000000022,-0.07968699932098389
0.25,b=0.25,0.22499999999999998,8,4,0.0,0,0.170313,0.0,4,-0.025000000000000022,-0.07968699932098389
0.25,b=0.25,0.22499999999999998,8,4,0.0,1,0.170313,0.0,4,-0.025000000000000022,-0.07968699932098389
0.5,b=0.50,0.22499999999999998,4,4,0.0,9,0.28763142,0.0,4,-0.275,-0.21236857771873474
0.5,b=0.50,0.22499999999999998,4,4,0.0,3,0.28763142,0.0,4,-0.275,-0.21236857771873474
0.5,b=0.50,0.22499999999999998,4,4,0.0,8,0.28763142,0.0,4,-0.275,-0.21236857771873474
0.75,b=0.75,0.475,4,4,0.0,9,0.6092464,0.0,4,-0.275,-0.1407536268234253
0.75,b=0.75,0.475,4,4,0.0,3,0.6092464,0.0,4,-0.275,-0.1407536268234253
0.75,b=0.75,0.475,4,4,0.0,8,0.6092464,0.0,4,-0.275,-0.1407536268234253
0.25,b=0.25,0.27499999999999997,10,5,1.0,9,0.21363026,0.0,4,0.024999999999999967,-0.03636974096298218
0.25,b=0.25,0.27499999999999997,10,5,1.0,3,0.21363026,0.0,4,0.024999999999999967,-0.03636974096298218
0.25,b=0.25,0.27499999999999997,10,5,1.0,8,0.21363026,0.0,4,0.024999999999999967,-0.03636974096298218
0.5,b=0.50,0.27499999999999997,5,5,0.0,9,0.3309487,0.0,4,-0.22500000000000003,-0.16905128955841064
0.5,b=0.50,0.27499999999999997,5,5,0.0,3,0.3309487,0.0,4,-0.22500000000000003,-0.16905128955841064
0.5,b=0.50,0.27499999999999997,5,5,0.0,8,0.3309487,0.0,4,-0.22500000000000003,-0.16905128955841064
0.75,b=0.75,0.5249999999999999,5,5,0.0,9,0.64730394,0.0,4,-0.2250000000000001,-0.10269606113433838
0.75,b=0.75,0.5249999999999999,5,5,0.0,3,0.64730394,0.0,4,-0.2250000000000001,-0.10269606113433838
0.75,b=0.75,0.5249999999999999,5,5,0.0,8,0.64730394,0.0,4,-0.2250000000000001,-0.10269606113433838
0.25,b=0.25,0.325,11,6,1.0,9,0.25694743,1.0,4,0.07500000000000001,0.006947427988052368
0.25,b=0.25,0.325,11,6,1.0,3,0.25694743,1.0,4,0.07500000000000001,0.006947427988052368
0.25,b=0.25,0.325,11,6,1.0,8,0.25694743,1.0,4,0.07500000000000001,0.006947427988052368
0.5,b=0.50,0.325,6,6,0.0,9,0.3742659,0.0,4,-0.175,-0.1257340908050537
0.5,b=0.50,0.325,6,6,0.0,3,0.3742659,0.0,4,-0.175,-0.1257340908050537
0.5,b=0.50,0.325,6,6,0.0,8,0.3742659,0.0,4,-0.175,-0.1257340908050537
0.75,b=0.75,0.575,6,6,0.0,9,0.6853616,0.0,4,-0.17500000000000004,-0.06463837623596191
0.75,b=0.75,0.575,6,6,0.0,3,0.6853616,0.0,4,-0.17500000000000004,-0.06463837623596191
0.75,b=0.75,0.575,6,6,0.0,8,0.6853616,0.0,4,-0.17500000000000004,-0.06463837623596191
0.25,b=0.25,0.375,12,7,1.0,9,0.30026472,1.0,4,0.125,0.050264716148376465
