thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,true_div,div_pos,target_pos,valence,target_file,img1_file,img2_file,valence_direction,direction,marker_direction,noise_direction,shape_category,valence_resp.keys,valence_resp.rt,valence_resp.duration,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,valence_instruct.started,valence_image.started,valence_text.started,valence_resp.started,valence_instruct.stopped,blocks.valence_resp.keys,blocks.valence_resp.rt,blocks.valence_resp.duration,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_coin.started,no_resp_text.stopped,three_coin.stopped,feedback.stopped,correct,outcome,one_coin.started,one_coin.stopped,one_cross.started,one_cross.stopped,three_cross.started,three_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,subj,practice?,sess_type,date,expName,psychopyVersion,frameRate,expStart,
9,9,0,2,1,curv_comp,73,2.3,0.06,3.0,-0.356,flat,flat_curv,-0.2,0.2,-0.06,rew,input_data/stims/Shape_2.30_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,1,-1,-1.0,1.0,1,None,,,up,3.2517405999824405,None,None,None,['right'],[0.41066460008732975],[0.9599710999755189],up,1.3865458000218496,None,5,0,5,0,0,9,9,33,1312.6022949999897,,,,,,,,,,,,,,,,,1312.5863885999424,0.0005922999698668718,1313.5214277999476,1313.521810999955,1313.5356778999558,1314.535692699952,1314.5192158999853,1314.5196321000112,0.0004276999970898032,1316.003845899948,1316.0050772000104,1316.0190825000172,1316.0190825000172,1316.0190825000172,1316.0190825000172,1316.0190825000172,1316.0190825000172,1316.0190825000172,1317.4200757999206,"[-0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.348, -0.34, -0.332, -0.324, -0.316, -0.308, -0.3, -0.292, -0.284, -0.276, -0.268, -0.26, -0.252, -0.244, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.108, 0.108]",None,None,['right'],[0.41066460008732975],[0.9599710999755189],up,1.3865458000218496,None,1317.4204637999646,1317.4357825999614,1317.6857790999347,1317.6693164999597,1317.669693099917,1317.6857790999347,1317.6857790999347,1318.6858032000018,1318.6858032000018,1318.6693696000148,1,3,,,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
10,10,0,2,1,curv_comp,78,2.9,0.18,3.0,-0.264,flat,curv_flat,-0.2,-0.2,0.18,rew,input_data/stims/Shape_2.90_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,1,1,-1.0,1.0,1,None,,,up,3.2517405999824405,None,None,None,['right'],[0.5611260000150651],[0.2799976000096649],up,0.9211672000819817,None,5,0,5,0,0,10,10,38,1318.6858032000018,,,,,,,,,,,,,,,,,1318.669980000006,0.0006120000034570694,1319.7043542999309,1319.7047527999384,1319.7192068999866,1320.7192389999982,1320.7027372999582,1320.70317480003,0.0004488000413402915,1322.0382098000264,1322.039437499945,1322.0525904999813,1322.0525904999813,1322.0525904999813,1322.0525904999813,1322.0525904999813,1322.0525904999813,1322.0525904999813,1322.986903999932,"[-0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.256, -0.248, -0.24, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128]",None,None,['right'],[0.5611260000150651],[0.2799976000096649],up,0.9211672000819817,None,1322.9872961000074,1323.002621499938,1323.2526100999676,1323.2361348000122,1323.2365180000197,1323.2526100999676,1323.2526100999676,1324.252649599919,1324.252649599919,1324.236186599941,1,3,,,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
11,11,0,2,1,curv_comp,70,2.1,0.02,1.0,0.092,flat,curv_flat,-0.2,-0.2,0.02,rew,input_data/stims/Shape_2.10_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,1,1,1.0,-1.0,1,None,,,up,3.2517405999824405,None,None,None,"['left', 'left']","[0.42429850006010383, 1.2802560001146048]","[0.5919803000288084, 0.11197519989218563]",up,1.656317500048317,None,5,0,5,0,0,11,11,30,1324.252649599919,,,,,,,,,,,,,,,,,1324.2367900999961,0.0006054999539628625,1325.1206301000202,1325.1214119999204,1325.136005999986,1326.136018899968,1326.119565699948,1326.1199930999428,0.00043990008998662233,1327.4545945000136,1327.4558847999433,1327.4694228000008,1327.4694228000008,1327.4694228000008,1327.4694228000008,1327.4694228000008,1327.4694228000008,1327.4694228000008,1329.137199299992,"[0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.164, -0.172, -0.18, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.196, -0.204, -0.212, -0.22, -0.228, -0.236, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244]",None,None,"['left', 'left']","[0.42429850006010383, 1.2802560001146048]","[0.5919803000288084, 0.11197519989218563]",up,1.656317500048317,None,1329.1376280999975,1329.1528057999676,1329.4027813000139,1329.3862692000112,1329.3866563999327,1329.4027813000139,,1330.4028215999715,,1330.3863206999376,0,-1,,,1329.4027813000139,1330.4028215999715,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
12,12,0,2,1,curv_comp,63,1.3,-0.14,3.0,-0.264,flat,flat_curv,-0.2,0.2,0.14,rew,input_data/stims/Shape_1.30_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,1,-1,-1.0,1.0,1,None,,,up,3.2517405999824405,None,None,None,"['left', 'right']","[0.3561128999572247, 0.5241853999905288]","[0.12806260003708303, 0.9518704999936745]",up,1.5321535000111908,None,5,0,5,0,0,12,12,23,1330.4028215999715,,,,,,,,,,,,,,,,,1330.3869320999365,0.0006148000247776508,1331.4706547999522,1331.4710559999803,1331.4861850999296,1332.4861966000171,1332.4697613000171,1332.4701749000233,0.0004230999620631337,1333.954911399982,1333.9563433999429,1333.9696009999607,1333.9696009999607,1333.9696009999607,1333.9696009999607,1333.9696009999607,1333.9696009999607,1333.9696009999607,1335.5039345999248,"[-0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.272, -0.28, -0.288, -0.296, -0.304, -0.312, -0.32, -0.328, -0.328, -0.328, -0.32, -0.312, -0.304, -0.296, -0.288, -0.28, -0.272, -0.264, -0.256, -0.248, -0.24, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.128, 0.128, 0.128, 0.128]",None,None,"['left', 'right']","[0.3561128999572247, 0.5241853999905288]","[0.12806260003708303, 0.9518704999936745]",up,1.5321535000111908,None,1335.504346499918,1335.5196479000151,1335.7696385999443,1335.7532103999984,1335.7535887999693,1335.7696385999443,1335.7696385999443,1336.76968519995,1336.76968519995,1336.7533223999199,1,3,,,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
13,13,0,2,1,curv_comp,55,0.7,-0.26,3.0,-0.14,curv,flat_curv,-0.2,0.2,0.26,pen,input_data/stims/Shape_0.70_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,-1,-1,-1.0,1.0,-1,None,,,up,3.2517405999824405,None,None,None,['right'],[0.4753218999831006],[0.6399640999734402],up,1.1152859999565408,None,5,0,5,0,0,13,13,15,1336.76968519995,,,,,,,,,,,,,,,,,1336.7539457000094,0.0006267999997362494,1337.6877170000225,1337.68812419998,1337.703041599947,1338.7030648000073,1338.6865049999906,1338.686924199923,0.0004301000153645873,1339.9720749999397,1339.973341099918,1339.986437399988,1339.986437399988,1339.986437399988,1339.986437399988,1339.986437399988,1339.986437399988,1339.986437399988,1341.1044060999993,"[-0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.164]",None,None,['right'],[0.4753218999831006],[0.6399640999734402],up,1.1152859999565408,None,1341.1047851999756,1341.1198095999425,1341.369799899985,1341.353278500028,1341.353673000005,1341.369799899985,,1342.3698410999496,,1342.3533934999723,0,-3,,,,,1341.369799899985,1342.3698410999496,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
14,14,0,2,1,curv_comp,49,0.5,-0.3,3.0,0.072,curv,flat_curv,-0.2,0.2,0.3,pen,input_data/stims/Shape_0.50_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,-1,-1,-1.0,1.0,-1,None,,,up,3.2517405999824405,None,None,None,"['right', 'left']","[0.04717409994918853, 0.5831299999263138]","[0.4000041000545025, 0.20004140003584325]",up,0.9591298999730498,None,5,0,5,0,0,14,14,9,1342.3698410999496,,,,,,,,,,,,,,,,,1342.3540008999407,0.0006102999905124307,1343.3888065000065,1343.3895473999437,1343.4031995999394,1344.4032293999335,1344.386717999936,1344.3871419000207,0.0004354999400675297,1345.871982099954,1345.8735147999832,1345.8866092999233,1345.8866092999233,1345.8866092999233,1345.8866092999233,1345.8866092999233,1345.8866092999233,1345.8866092999233,1346.8546428999398,"[0.072, 0.072, 0.072, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.248, 0.256, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168]",None,None,"['right', 'left']","[0.04717409994918853, 0.5831299999263138]","[0.4000041000545025, 0.20004140003584325]",up,0.9591298999730498,None,1346.8550556999398,1346.870100799948,1347.1200907999882,1347.1035472999793,1347.103936300031,1347.1200907999882,,1348.1201044999762,,1348.103633599938,0,-3,,,,,1347.1200907999882,1348.1201044999762,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
15,15,0,2,1,curv_comp,61,1.1,-0.18,3.0,0.356,flat,flat_curv,-0.2,0.2,0.18,rew,input_data/stims/Shape_1.10_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,1,-1,1.0,1.0,1,None,,,up,3.2517405999824405,None,None,None,"['right', 'left']","[0.27485649997834116, 0.5388065000297502]","[0.21595600002910942, 0.3920066999271512]",up,1.0987723000580445,None,5,0,5,0,0,15,15,21,1348.1201044999762,,,,,,,,,,,,,,,,,1348.104249099968,0.0006200000643730164,1349.0889736999525,1349.08935559995,1349.1038593000267,1350.103534199996,1350.0873808999313,1350.0878163999878,0.0004469999112188816,1351.5720309999306,1351.573609199957,1351.58692599996,1351.58692599996,1351.58692599996,1351.58692599996,1351.58692599996,1351.58692599996,1351.58692599996,1352.688640599954,"[0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.364, 0.372, 0.38, 0.388, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.388, 0.38, 0.372, 0.364, 0.356, 0.348, 0.34, 0.332, 0.324, 0.316, 0.308, 0.3, 0.292, 0.284, 0.276, 0.268, 0.26, 0.252, 0.244, 0.236, 0.228, 0.22, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212, 0.212]",None,None,"['right', 'left']","[0.27485649997834116, 0.5388065000297502]","[0.21595600002910942, 0.3920066999271512]",up,1.0987723000580445,None,1352.6890429999912,1352.7043517000275,1352.9542714999989,1352.937918099924,1352.9383016999345,1352.9542714999989,,1353.9543883999577,,1353.9378778999671,0,-1,,,1352.9542714999989,1353.9543883999577,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
16,16,0,2,1,curv_comp,50,0.5,-0.3,1.0,-0.364,curv,curv_flat,-0.2,-0.2,-0.3,pen,input_data/stims/Shape_0.50_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,-1,1,-1.0,-1.0,-1,None,,,up,3.2517405999824405,None,None,None,None,,,up,0.8357576000271365,None,5,0,5,0,0,16,16,10,1353.9543883999577,,,,,,,,,,,,,,,,,1353.9384856999386,0.0006113999988883734,1355.022094200016,1355.022481199936,1355.0377352000214,1356.0377726999577,1356.0213583000004,1356.021785799996,0.0004392999690026045,1357.5071166999405,1357.5084885000251,1357.521947799949,1357.521947799949,1357.521947799949,1357.521947799949,1357.521947799949,1357.521947799949,1357.521947799949,1358.371320099919,"[-0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364]",None,None,None,,,up,0.8357576000271365,None,1358.3716856000246,1358.3869758999208,1358.636950199958,1358.6204472000245,1358.6227108000312,1358.636950199958,,1359.6370020000031,,1359.620515299961,0,-3,,,,,1358.636950199958,1359.6370020000031,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
17,17,0,2,1,curv_comp,48,0.5,-0.3,3.0,-0.364,curv,curv_flat,-0.2,-0.2,-0.3,pen,input_data/stims/Shape_0.50_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,-1,1,-1.0,1.0,-1,None,,,up,3.2517405999824405,None,None,None,['right'],[0.4919532999629155],[0.27997719997074455],up,1.1479944000020623,None,5,0,5,0,0,17,17,8,1359.6370020000031,,,,,,,,,,,,,,,,,1359.621129199979,0.0006172000430524349,1360.7061657999875,1360.7065615999745,1360.7203681999817,1361.720400899998,1361.7039760999614,1361.704411100014,0.00044700002763420343,1363.138070599991,1363.1393355999608,1363.1537697999738,1363.1537697999738,1363.1537697999738,1363.1537697999738,1363.1537697999738,1363.1537697999738,1363.1537697999738,1364.3048699999927,"[-0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.356, -0.348, -0.34, -0.332, -0.324, -0.316, -0.308, -0.3, -0.292, -0.284, -0.276, -0.268, -0.26, -0.252, -0.244, -0.236, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228]",None,None,['right'],[0.4919532999629155],[0.27997719997074455],up,1.1479944000020623,None,1364.305251199985,1364.3204677000176,1364.5704589999514,1364.554008899955,1364.5548872000072,1364.5704589999514,,1365.5704991000239,,1365.5541344999801,1,1,1364.5704589999514,1365.5704991000239,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
18,18,0,2,1,curv_comp,41,0.1,-0.38,1.0,-0.216,curv,flat_curv,-0.2,0.2,0.38,pen,input_data/stims/Shape_0.10_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,-1,-1,-1.0,-1.0,-1,None,,,up,3.2517405999824405,None,None,None,['right'],[0.5365964999655262],[1.0239840999711305],up,1.856528599979356,None,5,0,5,0,0,18,18,1,1365.5704991000239,,,,,,,,,,,,,,,,,1365.5547677000286,0.0006390999769791961,1366.4395446999697,1366.4403529999545,1366.4538793999236,1367.4538784000324,1367.4373830999248,1367.4378065000055,0.0004357999423518777,1368.821582100005,1368.8228157999692,1368.837261299952,1368.837261299952,1368.837261299952,1368.837261299952,1368.837261299952,1368.837261299952,1368.837261299952,1370.7050417999271,"[-0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208, 0.208]",None,None,['right'],[0.5365964999655262],[1.0239840999711305],up,1.856528599979356,None,1370.705459699966,1370.7206653000321,1370.9706508999225,1370.9541752999648,1370.9545570999617,1370.9706508999225,,1371.970677300007,,1371.9542587000178,1,1,1370.9706508999225,1371.970677300007,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
19,19,0,2,1,curv_comp,66,1.7,-0.06,3.0,0.2,flat,curv_flat,-0.2,-0.2,-0.06,rew,input_data/stims/Shape_1.70_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,1,1,1.0,1.0,1,None,,,up,3.2517405999824405,None,None,None,['left'],[0.5083199999062344],[0.8239393000258133],up,1.532342099933885,None,5,0,5,0,0,19,19,26,1371.970677300007,,,,,,,,,,,,,,,,,1371.954874799936,0.0006210000719875097,1373.0395531000104,1373.0399844999192,1373.0540508999256,1374.0540638000239,1374.0376073999796,1374.0380285999272,0.00043260003440082073,1375.5232414000202,1375.5245136999292,1375.5374600000214,1375.5374600000214,1375.5374600000214,1375.5374600000214,1375.5374600000214,1375.5374600000214,1375.5374600000214,1377.0718910000287,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192]",None,None,['left'],[0.5083199999062344],[0.8239393000258133],up,1.532342099933885,None,1377.0722793999594,1377.0874836000148,1377.3374961999943,1377.3210327000124,1377.3214145000093,1377.3374961999943,1377.3374961999943,1378.3375345999375,1378.3375345999375,1378.3210758999921,1,3,,,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
20,20,0,2,1,curv_comp,40,0.1,-0.38,3.0,-0.316,curv,curv_flat,-0.2,-0.2,-0.38,pen,input_data/stims/Shape_0.10_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,-1,1,-1.0,1.0,-1,None,,,up,3.2517405999824405,None,None,None,"['right', 'left']","[0.5814324000384659, 1.325492599979043]","[0.25599559990223497, 0.08792219997849315]",up,1.6214746000478044,None,5,0,5,0,0,20,20,0,1378.3375345999375,,,,,,,,,,,,,,,,,1378.321683999966,0.0006043000612407923,1379.406072099926,1379.4065402999986,1379.4209010999184,1380.4209273000015,1380.4044874999672,1380.4049221000168,0.0004467000253498554,1381.6897294999799,1381.6912031000247,1381.7042930999305,1381.7042930999305,1381.7042930999305,1381.7042930999305,1381.7042930999305,1381.7042930999305,1381.7042930999305,1383.3386542999651,"[-0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.308, -0.3, -0.292, -0.284, -0.276, -0.268, -0.26, -0.252, -0.244, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.188, -0.196, -0.204, -0.212, -0.22, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228]",None,None,"['right', 'left']","[0.5814324000384659, 1.325492599979043]","[0.25599559990223497, 0.08792219997849315]",up,1.6214746000478044,None,1383.3390553999925,1383.354353099945,1383.6043302000035,1383.5878586999606,1383.588237799937,1383.6043302000035,,1384.6043703999603,,1384.5879204999655,1,1,1383.6043302000035,1384.6043703999603,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
